,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other
1086,0.0038,0.0016,0.0,0.0057,0.0012,0.9843,0.8257
1087,0.0,0.0,0.0016,0.0547,0.0,0.9343,0.7487
1088,0.0136,0.0005,0.0057,0.0108,0.0,0.9607,0.7884
1089,0.0104,0.0004,0.0086,0.0186,0.0022,0.9518,0.6568
1090,0.0096,0.0011,0.0056,0.0088,0.0004,0.9690000000000001,0.6595
1091,0.0167,0.0032,0.006,0.0036,0.0005,0.9574,0.764
1092,0.0249,0.0032,0.0082,0.0087,0.0,0.9423,0.8
1093,0.0429,0.0,0.0,0.0179,0.0,0.9392,0.7122
1094,0.0093,0.012,0.0014,0.0015,0.0,0.9718,0.8408
1095,0.0172,0.0022,0.008,0.0153,0.0,0.9452,0.7483
1096,0.0378,0.0002,0.008,0.003,0.0,0.9348,0.786
1097,0.0433,0.0014,0.0113,0.0462,0.0,0.8696,0.6497999999999999
1098,0.096,0.0,0.0093,0.0667,0.0008,0.8017,0.6672
1099,0.0244,0.0041,0.0067,0.0983,0.0,0.8517,0.6725
1100,0.0238,0.0018,0.0034,0.0186,0.0,0.9407,0.8573999999999999
1101,0.0242,0.0004,0.0101,0.0428,0.0,0.8953,0.8005
1102,0.0399,0.0,0.0006,0.0817,0.0,0.8573,0.7318
1103,0.0225,0.0,0.0047,0.0745,0.0,0.8815,0.6813
1104,0.0307,0.0047,0.0,0.0016,0.0077,0.9399,0.8023
1105,0.0197,0.0,0.0046,0.1316,0.0,0.8240000000000001,0.7131000000000001
1106,0.0536,0.0034,0.04,0.0885,0.0037,0.7837,0.6028
1107,0.0425,0.0,0.0088,0.0536,0.0,0.877,0.7041
1108,0.0333,0.0002,0.0016,0.0198,0.0,0.9316,0.8541
1109,0.0547,0.0009,0.0005,0.0335,0.0007,0.8836,0.7177
1110,0.0129,0.0034,0.0024,0.0088,0.0,0.9599,0.7615
1111,0.0036,0.0032,0.0007,0.0006,0.0,0.9815,0.7839
1112,0.0671,0.0,0.0041,0.0451,0.0,0.8621,0.5657
1113,0.0255,0.0001,0.0009,0.1731,0.0,0.7738,0.6234
1114,0.0621,0.0199,0.0059,0.1844,0.0,0.7096,0.6217
1115,0.055999999999999994,0.0007,0.0105,0.2173,0.0003,0.6842,0.5391999999999999
1116,0.0304,0.0041,0.0008,0.2991,0.0,0.6556,0.5006
1117,0.0193,0.0086,0.0053,0.2678,0.002,0.6504,0.556
1118,0.0374,0.0045,0.0044,0.1236,0.0001,0.8024,0.718
1119,0.0061,0.0004,0.0004,0.4319,0.0,0.5431,0.35819999999999996
1120,0.0663,0.0047,0.0187,0.2261,0.0001,0.6674,0.4891000000000001
1121,0.0282,0.0035,0.0128,0.4895,0.0005,0.4486,0.24250000000000016
1122,0.0361,0.0031,0.013999999999999999,0.2481,0.0,0.6742,0.5467
1123,0.032,0.0033,0.0031,0.1639,0.0,0.7918,0.6027
1124,0.0589,0.0051,0.0052,0.0338,0.0,0.8828,0.832
1125,0.0188,0.001,0.0016,0.3158,0.0,0.6612,0.5207999999999999
1126,0.0151,0.0029,0.0014,0.5195,0.0,0.4516,0.31510000000000005
1127,0.0155,0.0001,0.0015,0.4109,0.0,0.5693,0.45199999999999996
1128,0.0288,0.009000000000000001,0.001,0.3534,0.0004,0.5877,0.4364
1129,0.0418,0.0013,0.0318,0.4595,0.0005,0.4463,0.2541
1130,0.0055,0.0,0.0,0.6969,0.0,0.2897,0.04760000000000009
1131,0.0167,0.0051,0.0034,0.4329,0.0,0.5336,0.39890000000000003
1132,0.0373,0.0026,0.0047,0.2712,0.0006,0.6632,0.5506
1133,0.0037,0.0006,0.0,0.3385,0.0004,0.6513,0.4838
1134,0.0504,0.0014,0.0012,0.1588,0.0,0.7652,0.6632
1135,0.0421,0.001,0.0274,0.3155,0.0,0.5876,0.45599999999999996
1136,0.026000000000000002,0.0008,0.0004,0.48100000000000004,0.0,0.4768,0.3228
1137,0.0166,0.001,0.0058,0.2972,0.0,0.6729999999999999,0.5054
1138,0.1451,0.003,0.0417,0.264,0.0001,0.5265,0.29410000000000003
1139,0.0246,0.0083,0.0049,0.1638,0.0,0.7814,0.6694
1140,0.046,0.0024,0.0187,0.2586,0.0,0.6567,0.4953000000000001
1141,0.0436,0.0212,0.0059,0.1356,0.0002,0.7683,0.6265000000000001
1142,0.0283,0.0103,0.012,0.1109,0.0009,0.8273,0.6826
1143,0.0306,0.0025,0.0166,0.4059,0.0,0.5329999999999999,0.36339999999999995
1144,0.0374,0.0023,0.0062,0.0589,0.0001,0.8769,0.7621
1145,0.0211,0.0015,0.0,0.6354,0.0,0.3384,0.19000000000000006
1146,0.0057,0.0011,0.005,0.4908,0.0,0.4933,0.2984
1147,0.0237,0.0071,0.0074,0.4104,0.0,0.5205,0.4004000000000001
1148,0.0548,0.0014,0.0289,0.5886,0.0001,0.3067,0.06119999999999992
1149,0.0222,0.0016,0.01,0.3732,0.0,0.5784,0.41400000000000003
1150,0.0733,0.0106,0.0386,0.1992,0.0003,0.6392,0.43799999999999994
1151,0.026000000000000002,0.0,0.0025,0.3576,0.0,0.6032,0.39990000000000003
1152,0.0315,0.0072,0.0129,0.3142,0.0001,0.6122,0.43510000000000004
1153,0.0238,0.0,0.0,0.3911,0.0,0.5670000000000001,0.4260999999999999
1154,0.0222,0.0001,0.0038,0.3579,0.0,0.6057,0.41000000000000003
1155,0.0388,0.0625,0.0036,0.1595,0.0003,0.6758,0.6073
1156,0.1006,0.0016,0.0249,0.2274,0.0004,0.6234,0.4831000000000001
1157,0.0613,0.0036,0.01,0.2633,0.0,0.6512,0.43179999999999996
1158,0.0179,0.0111,0.0025,0.5253,0.0,0.4415,0.32420000000000004
1159,0.0167,0.0,0.0016,0.4958,0.0,0.4818,0.32589999999999997
1160,0.0609,0.0,0.011000000000000001,0.5614,0.0,0.3432,0.17569999999999997
1161,0.0221,0.0018,0.0007,0.4147,0.0,0.5436,0.38670000000000004
1162,0.03,0.0039,0.01,0.2905,0.0,0.6432,0.5386
1163,0.0703,0.0154,0.0144,0.3028,0.0002,0.5608,0.41989999999999994
1164,0.0562,0.0048,0.0151,0.1196,0.0001,0.7856,0.5531999999999999
1165,0.0427,0.0026,0.0075,0.2938,0.0,0.6323,0.4663999999999999
1166,0.0206,0.0,0.0011,0.5536,0.0,0.4225,0.14270000000000005
1167,0.0515,0.0556,0.0099,0.1894,0.0006,0.6667,0.513
1168,0.0469,0.0028,0.0015,0.2475,0.0003,0.6892,0.507
1169,0.0351,0.0047,0.0197,0.1446,0.0008,0.7831,0.6731
1170,0.09300000000000001,0.012,0.0187,0.1435,0.0041,0.7006,0.6137
1171,0.0228,0.0023,0.001,0.3012,0.0,0.6554,0.4966999999999999
1172,0.0194,0.0037,0.0027,0.3397,0.0013,0.6195,0.45820000000000005
1173,0.0313,0.0008,0.0006,0.3971,0.0,0.5586,0.4052
1174,0.0385,0.0017,0.0,0.161,0.0006,0.7877,0.5312000000000001
1175,0.0124,0.0019,0.0061,0.4443,0.0,0.5237,0.20829999999999993
1176,0.0205,0.0053,0.0,0.3155,0.0,0.65,0.4757
1177,0.0186,0.0013,0.0078,0.0216,0.0,0.9061,0.7677
1178,0.0123,0.0186,0.0045,0.0094,0.0001,0.9412,0.6940999999999999
1179,0.0207,0.0013,0.0214,0.0293,0.0001,0.9029,0.6782
1180,0.013000000000000001,0.0013,0.0038,0.0024,0.002,0.9562,0.7965
1181,0.0145,0.0047,0.0114,0.0085,0.0014,0.9473,0.7244999999999999
1182,0.0156,0.0051,0.0091,0.0076,0.0004,0.9458,0.7622
1183,0.0151,0.0049,0.0051,0.0047,0.0001,0.9516,0.7131000000000001
1184,0.0125,0.0043,0.0099,0.0037,0.0,0.9590000000000001,0.7116
1185,0.0138,0.003,0.0036,0.0036,0.0001,0.9527,0.7979
1186,0.0136,0.0111,0.0097,0.0082,0.0004,0.9363,0.727
1187,0.0146,0.008,0.0078,0.0049,0.0,0.9491,0.7446999999999999
1188,0.0172,0.002,0.0076,0.0078,0.0,0.9455,0.7094
1189,0.011000000000000001,0.0048,0.0037,0.0058,0.0,0.9570000000000001,0.7887
1190,0.0148,0.0044,0.0046,0.005,0.0,0.9517,0.7582
1191,0.0236,0.0512,0.0046,0.0042,0.0003,0.8944,0.6061
1192,0.0172,0.0044,0.0125,0.0079,0.0003,0.9424,0.7437
1193,0.0179,0.0013,0.0093,0.0797,0.0002,0.8697,0.7016
1194,0.0781,0.0015,0.0374,0.1631,0.0006,0.6822,0.49929999999999997
1195,0.0541,0.0024,0.06,0.2847,0.0004,0.5727,0.37440000000000007
1196,0.0398,0.0014,0.018000000000000002,0.115,0.0004,0.7816,0.6064
1197,0.0731,0.0016,0.0069,0.1354,0.0,0.7555,0.565
1198,0.0353,0.0024,0.0189,0.0345,0.0001,0.8905,0.6768000000000001
1199,0.0441,0.0009,0.0141,0.0638,0.0001,0.8512,0.69
1200,0.0578,0.0053,0.0318,0.4543,0.0001,0.4016,0.28670000000000007
1201,0.0565,0.0006,0.011000000000000001,0.2579,0.0,0.6287,0.45299999999999996
1202,0.0959,0.0026,0.0444,0.0937,0.0007,0.7348,0.5407
1203,0.0113,0.0007,0.0043,0.0086,0.0003,0.9644,0.7518
1204,0.0456,0.0016,0.0257,0.1347,0.0,0.7608,0.5794
1205,0.069,0.0021,0.1804,0.185,0.0002,0.5202,0.2972999999999999
1206,0.044000000000000004,0.0013,0.0117,0.1418,0.0,0.7774,0.5232
1207,0.1953,0.0014,0.1469,0.1792,0.0004,0.4382,0.2258
1208,0.1843,0.0023,0.0409,0.6171,0.0004,0.127,0.0030000000000001137
1209,0.0394,0.0003,0.0102,0.0663,0.0,0.8653,0.6607999999999999
1210,0.0518,0.0008,0.0255,0.1449,0.0002,0.7409,0.5698
1211,0.0361,0.0034,0.0098,0.4146,0.0002,0.5154,0.3809
1212,0.0676,0.0013,0.0135,0.1006,0.0,0.7783,0.523
1213,0.0507,0.0012,0.0182,0.1038,0.0008,0.7893,0.6293
1214,0.0524,0.0024,0.0312,0.2565,0.0003,0.6298,0.44619999999999993
1215,0.035,0.0012,0.0119,0.127,0.0008,0.8016,0.5551
1216,0.0528,0.0024,0.0257,0.6177,0.0003,0.2749,0.12409999999999999
1217,0.031,0.0057,0.0146,0.0285,0.0004,0.8927,0.8958
1218,0.0475,0.0015,0.0177,0.0262,0.0006,0.8811,0.6835
1219,0.0799,0.0005,0.0226,0.0394,0.0004,0.8128,0.6752
1220,0.0364,0.0067,0.0034,0.042,0.0,0.8555,0.8975
1221,0.2093,0.001,0.0341,0.0322,0.0002,0.7029,0.48419999999999996
1222,0.0402,0.0028,0.0126,0.0137,0.0015,0.907,0.7081999999999999
1223,0.2517,0.0015,0.023,0.0772,0.0,0.6274,0.4576
1224,0.0562,0.0011,0.0523,0.025,0.0008,0.8370000000000001,0.6626
1225,0.0799,0.0012,0.1189,0.0499,0.0003,0.7185,0.5367999999999999
1226,0.0416,0.0029,0.0064,0.0659,0.0006,0.8518,0.8786
1227,0.0453,0.0011,0.1102,0.0672,0.0004,0.7491,0.5418000000000001
1228,0.039,0.001,0.0138,0.096,0.0001,0.8065,0.6401
1229,0.2289,0.0018,0.0877,0.2011,0.0005,0.4487,0.29100000000000015
1230,0.1149,0.0017,0.0489,0.045,0.0003,0.7638,0.5972
1231,0.015,0.0058,0.0019,0.004,0.0007,0.9578,0.6606000000000001
1232,0.0157,0.0365,0.0014,0.0767,0.0,0.836,0.5047
1233,0.0735,0.0031,0.0069,0.0123,0.0,0.8843,0.7182
1234,0.0138,0.0036,0.0062,0.0058,0.0013,0.9571,0.7033
1235,0.0234,0.0069,0.0034,0.0043,0.0,0.9467,0.723
1236,0.0202,0.0127,0.0036,0.0041,0.0,0.9464,0.7374
1237,0.0159,0.0979,0.004,0.09300000000000001,0.0006,0.7263,0.4765999999999999
1238,0.0295,0.0037,0.006,0.0051,0.0001,0.9413,0.7746
1239,0.0533,0.0027,0.0058,0.0167,0.0,0.9006,0.6905000000000001
1240,0.025,0.0153,0.0043,0.0018,0.0,0.9376,0.6876
1241,0.0548,0.0039,0.0188,0.1451,0.0002,0.7490000000000001,0.5622
1242,0.0476,0.004,0.0079,0.023,0.0003,0.9041,0.7152
1243,0.0524,0.0044,0.0241,0.1037,0.0001,0.7752,0.6123
1244,0.0389,0.0104,0.0084,0.0515,0.0,0.8613,0.7558
1245,0.02,0.0152,0.0049,0.0042,0.0005,0.9374,0.6602
1246,0.0144,0.0205,0.0043,0.0079,0.0,0.9206,0.7399
1247,0.0188,0.1391,0.0099,0.0593,0.0009,0.6962,0.3899999999999999
1248,0.0201,0.0056,0.0012,0.0062,0.0,0.9481,0.7539
1249,0.0453,0.0015,0.0149,0.0181,0.0,0.8989,0.7142
1250,0.0201,0.003,0.0093,0.0074,0.0,0.9452,0.7552
1251,0.0137,0.0196,0.0043,0.0034,0.0001,0.9287,0.6609
1252,0.0157,0.009000000000000001,0.0065,0.0062,0.0,0.9493,0.6266
1253,0.0539,0.005,0.023,0.0658,0.0003,0.8284,0.6639999999999999
1254,0.0166,0.028999999999999998,0.0056,0.0073,0.0009,0.9116,0.6266
1255,0.0344,0.0032,0.0103,0.1954,0.0001,0.7244,0.5776
1256,0.0169,0.004,0.0052,0.0028,0.0,0.9578,0.7631
1257,0.0146,0.0254,0.0054,0.0386,0.0008,0.9009999999999999,0.6032
1258,0.0286,0.009000000000000001,0.0058,0.0086,0.0003,0.9259,0.6376999999999999
1259,0.0611,0.0026,0.0045,0.0547,0.0007,0.8603,0.6774
1260,0.0232,0.0037,0.0039,0.0068,0.0,0.9466,0.7824
1261,0.0163,0.004,0.0277,0.0073,0.0005,0.9207,0.7362
1262,0.0241,0.0021,0.0063,0.0048,0.0,0.9519,0.7357
1263,0.078,0.0029,0.0673,0.1111,0.0002,0.6962,0.5585
1264,0.0477,0.0017,0.0041,0.0454,0.0001,0.8829,0.722
1265,0.0226,0.0093,0.0075,0.0073,0.0001,0.938,0.7132000000000001
1266,0.021,0.0168,0.0058,0.0055,0.0,0.9439,0.6509
1267,0.0396,0.0286,0.0176,0.0264,0.0001,0.8538,0.7467
1268,0.0353,0.0034,0.0082,0.0769,0.0002,0.8464,0.66
1269,0.0494,0.002,0.0236,0.1059,0.0004,0.7739,0.5867
1270,0.0201,0.009000000000000001,0.0054,0.0083,0.0,0.9413,0.7302
1271,0.1057,0.0021,0.0299,0.0923,0.0002,0.7375,0.5548000000000001
1272,0.0081,0.0033,0.0019,0.009000000000000001,0.0,0.9678,0.6907
1273,0.0261,0.0089,0.0021,0.0793,0.0002,0.8498,0.6984
1274,0.0467,0.003,0.0056,0.0126,0.0003,0.9177,0.7818
1275,0.0436,0.0298,0.0062,0.0043,0.0008,0.9001,0.5323
1276,0.0797,0.0031,0.0031,0.0227,0.0002,0.8667,0.6942000000000002
1277,0.0244,0.0023,0.0091,0.0058,0.0006,0.9434,0.7738
1278,0.0349,0.0584,0.005,0.0652,0.0013,0.7767,0.5822
1279,0.0177,0.1586,0.0069,0.0324,0.0016,0.7313,0.43079999999999996
1280,0.0262,0.0025,0.0402,0.1163,0.0006,0.7903,0.6262
1281,0.0316,0.0172,0.0033,0.0281,0.0007,0.8898,0.6980999999999999
1282,0.0152,0.008,0.0094,0.0166,0.0005,0.9209,0.6593
1283,0.0457,0.0097,0.0058,0.009000000000000001,0.0,0.9146,0.6788
1284,0.0229,0.0063,0.008,0.0295,0.0002,0.9121,0.7761
1285,0.0182,0.0221,0.0041,0.0032,0.0,0.9289,0.6944
1286,0.0275,0.0039,0.023,0.0133,0.0005,0.9148,0.6968
1287,0.0291,0.0042,0.0019,0.0059,0.0,0.9396,0.7528999999999999
1288,0.0358,0.0024,0.0058,0.0235,0.0001,0.9129999999999999,0.7814
1289,0.035,0.0051,0.0035,0.0208,0.0009,0.9175,0.7797000000000001
1290,0.0132,0.0118,0.0015,0.0024,0.0003,0.9586,0.7308
1291,0.0566,0.0072,0.0055,0.135,0.0001,0.7637,0.5746
1292,0.057999999999999996,0.0065,0.0038,0.0112,0.0,0.9054,0.7605
1293,0.0412,0.0022,0.0745,0.1351,0.0002,0.72,0.5398000000000001
1294,0.1489,0.0078,0.0022,0.0106,0.0,0.8170000000000001,0.6375000000000001
1295,0.0215,0.01,0.0065,0.0033,0.0,0.9465,0.7757000000000001
1296,0.0151,0.0077,0.0043,0.0049,0.001,0.9491,0.611
1297,0.0195,0.0073,0.0027,0.011000000000000001,0.0,0.9452,0.7995
1298,0.0164,0.0059,0.0015,0.005,0.0005,0.9551,0.7907
1299,0.0173,0.0031,0.0057,0.0051,0.0001,0.9452,0.7217
1300,0.0981,0.0023,0.0263,0.0143,0.0002,0.8385,0.6477999999999999
1301,0.0139,0.0047,0.0057,0.0058,0.0,0.9554,0.6669
1302,0.0188,0.0073,0.0029,0.0016,0.0,0.9489,0.7374
1303,0.0845,0.002,0.0119,0.1825,0.0001,0.6936,0.49
1304,0.0337,0.0015,0.0063,0.0218,0.0004,0.9109999999999999,0.7863
1305,0.0793,0.0007,0.005,0.0221,0.0006,0.865,0.7133
1306,0.0369,0.0029,0.0026,0.0054,0.0,0.9398,0.7622
1307,0.0111,0.0702,0.0037,0.0045,0.0,0.8567,0.6585000000000001
1308,0.0294,0.0025,0.0029,0.0068,0.0001,0.9411,0.7983
1309,0.0342,0.0027,0.0032,0.0094,0.0,0.9334,0.7815
1310,0.1152,0.0038,0.0068,0.0318,0.0002,0.812,0.6592
1311,0.0472,0.0024,0.0909,0.1178,0.0003,0.7013,0.5024
1312,0.0594,0.0027,0.0334,0.3854,0.0002,0.4952,0.3459
1313,0.0196,0.0045,0.0048,0.0052,0.0008,0.9452,0.7751
1314,0.013999999999999999,0.0201,0.0034,0.0045,0.0009,0.9393,0.6551
1315,0.0457,0.0059,0.0445,0.0614,0.0003,0.8127,0.6741999999999999
1316,0.0211,0.0722,0.0064,0.0049,0.0003,0.8624,0.5540999999999999
1317,0.0244,0.1965,0.0075,0.0102,0.0007,0.7189,0.4547000000000001
1318,0.0244,0.0012,0.0102,0.0399,0.0,0.899,0.7623
1319,0.0182,0.0028,0.0,0.0006,0.0,0.9606,0.5724
1320,0.0365,0.0026,0.0216,0.0386,0.0002,0.879,0.6725
1321,0.044000000000000004,0.0023,0.0066,0.0068,0.0,0.9339,0.6483000000000001
1322,0.0178,0.0496,0.0057,0.0187,0.0,0.8812,0.6012000000000001
1323,0.0419,0.0021,0.0276,0.0175,0.0001,0.8883,0.7048
1324,0.0225,0.1148,0.0062,0.0042,0.0001,0.8290000000000001,0.5902000000000001
1325,0.073,0.0172,0.0088,0.0083,0.0115,0.8712,0.5922000000000001
1326,0.0218,0.0049,0.0113,0.0131,0.0003,0.9339,0.7496
1327,0.0453,0.0161,0.0127,0.0363,0.0012,0.8717,0.7044
1328,0.0217,0.0796,0.0048,0.0018,0.0002,0.8467,0.6358999999999999
1329,0.0231,0.0869,0.0093,0.0007,0.0,0.8551,0.4079999999999999
1330,0.077,0.0008,0.038,0.0088,0.0016,0.8604,0.5698000000000001
1331,0.0149,0.0083,0.0042,0.008,0.0,0.9490000000000001,0.6916
1332,0.0714,0.0026,0.048,0.0609,0.0004,0.7837,0.6077
1333,0.0497,0.0036,0.0092,0.0033,0.0,0.9216,0.6581999999999999
1334,0.0165,0.0027,0.0031,0.0038,0.0,0.9592,0.6569
1335,0.0691,0.003,0.0037,0.0025,0.0,0.9079,0.6637
1336,0.0164,0.0003,0.005,0.0051,0.0,0.9628,0.6392
1337,0.0974,0.0019,0.0247,0.0099,0.0,0.8505,0.6360999999999999
1338,0.0335,0.0081,0.0083,0.0131,0.0,0.9204,0.681
1339,0.0231,0.0029,0.0003,0.0029,0.0,0.9513,0.6428
1340,0.0692,0.0057,0.0709,0.1303,0.0003,0.6883,0.5076
1341,0.0113,0.0024,0.0039,0.013000000000000001,0.0002,0.9599,0.7512
1342,0.0213,0.0213,0.0065,0.0056,0.0,0.9282,0.7093
1343,0.0203,0.0022,0.0146,0.0045,0.0002,0.9373,0.8231999999999999
1344,0.0149,0.0359,0.0043,0.0049,0.0001,0.9175,0.6678999999999999
1345,0.0364,0.0003,0.0209,0.0039,0.0,0.9238,0.6835
1346,0.0159,0.0048,0.0053,0.0022,0.0,0.9482,0.7918000000000001
1347,0.1211,0.0021,0.0098,0.0533,0.0,0.8,0.5787
1348,0.0093,0.0051,0.0067,0.0148,0.0,0.9534,0.6531
1349,0.0134,0.0311,0.0032,0.0058,0.0,0.9321,0.6775
1350,0.0226,0.0016,0.0085,0.0079,0.0,0.9495,0.5804
1351,0.0143,0.0087,0.0013,0.0064,0.0018,0.9549,0.6835
1352,0.0008,0.013000000000000001,0.0008,0.0005,0.0,0.9297,0.6859
1353,0.0621,0.0018,0.0041,0.0084,0.0001,0.9106,0.7224999999999999
1354,0.0208,0.0028,0.0016,0.0044,0.0,0.9605,0.6784
1355,0.0687,0.0019,0.0434,0.0335,0.0001,0.8378,0.5734
1356,0.062,0.0022,0.0059,0.0058,0.0,0.9091,0.7011
1357,0.0434,0.3836,0.0035,0.0053,0.002,0.4536,0.03820000000000001
1358,0.0452,0.003,0.0035,0.0035,0.0009,0.9321,0.7199
1359,0.0447,0.0014,0.0051,0.0046,0.0008,0.9292,0.6664
1360,0.04,0.0011,0.0031,0.0042,0.0003,0.9392,0.7253000000000001
1361,0.0247,0.0479,0.0052,0.0046,0.0003,0.8883,0.6833
1362,0.0175,0.0019,0.0044,0.0056,0.0,0.9568,0.7305999999999999
1363,0.1158,0.0012,0.0369,0.0393,0.0062,0.7857,0.5616000000000001
1364,0.0404,0.002,0.0155,0.0037,0.0,0.9304,0.6374
1365,0.0456,0.0004,0.0171,0.0276,0.0,0.8865,0.6563
1366,0.2782,0.0039,0.0667,0.0398,0.0,0.5946,0.25039999999999996
1367,0.0509,0.0218,0.004,0.009000000000000001,0.0,0.8945,0.5433
1368,0.0493,0.0024,0.0579,0.0599,0.0008,0.8007,0.4547
1369,0.0347,0.0048,0.006,0.0138,0.0,0.9257,0.6827
1370,0.0379,0.0164,0.0116,0.0101,0.0,0.9066,0.706
1371,0.0292,0.0243,0.0056,0.0208,0.0002,0.8916,0.7349000000000001
1372,0.0692,0.016,0.0016,0.0047,0.0,0.88,0.6025
1373,0.0649,0.0158,0.0099,0.0211,0.0003,0.8691,0.6539999999999999
1374,0.0157,0.0029,0.0057,0.0042,0.0,0.9595,0.6625000000000001
1375,0.0748,0.0048,0.1437,0.1185,0.0003,0.6191,0.44789999999999996
1376,0.0386,0.0157,0.0,0.0045,0.0,0.9205,0.6692
1377,0.035,0.0447,0.0268,0.0078,0.0,0.8701,0.6107
1378,0.0855,0.0142,0.0068,0.0035,0.0,0.8787,0.612
1379,0.0813,0.0035,0.0211,0.0568,0.0005,0.8224,0.6037999999999999
1380,0.0318,0.0031,0.0106,0.0093,0.0,0.9352,0.6812
1381,0.0132,0.0175,0.0265,0.0089,0.0006,0.9193,0.7313000000000001
1382,0.017,0.0178,0.0103,0.0156,0.0004,0.9112,0.6599
1383,0.0514,0.0049,0.0609,0.0425,0.0,0.8115,0.6483000000000001
1384,0.0259,0.0053,0.0128,0.0246,0.0,0.9117,0.7864
1385,0.0896,0.0023,0.0072,0.0105,0.0,0.8837,0.7014
1386,0.0337,0.002,0.0208,0.0642,0.0,0.8602,0.6513
1387,0.078,0.0033,0.0118,0.0314,0.0002,0.8656,0.6683000000000001
1388,0.0645,0.0159,0.0237,0.0135,0.0,0.8725,0.6314
1389,0.0499,0.0001,0.0029,0.0207,0.0061,0.9118,0.6133
1390,0.0603,0.0033,0.0064,0.0069,0.0002,0.9114,0.7148999999999999
1391,0.0311,0.0495,0.0018,0.0051,0.0,0.887,0.5395
1392,0.0293,0.0021,0.0047,0.0055,0.0,0.9466,0.6384000000000001
1393,0.0196,0.0073,0.0042,0.006,0.0,0.9416,0.7029000000000001
1394,0.06,0.006999999999999999,0.006,0.0237,0.0,0.8922,0.6813
1395,0.0419,0.0031,0.0575,0.0453,0.0004,0.8269,0.6317999999999999
1396,0.2549,0.0003,0.0118,0.0081,0.0,0.7178,0.4899
1397,0.0035,0.0021,0.0002,0.004,0.0,0.9817,0.7972
1398,0.0296,0.0031,0.0262,0.0128,0.0,0.9113,0.6983
1399,0.0294,0.0025,0.0111,0.0141,0.0001,0.9235,0.7688
1400,0.047,0.0254,0.0061,0.0069,0.0,0.8947,0.5636
1401,0.0585,0.003,0.006,0.5617,0.0,0.3621,0.17280000000000006
1402,0.0318,0.0,0.003,0.1193,0.0,0.8287,0.6909000000000001
1403,0.0,0.0002,0.0019,0.4191,0.0,0.5736,0.4368000000000001
1404,0.0204,0.0014,0.002,0.4222,0.0,0.536,0.35
1405,0.026000000000000002,0.0,0.0,0.3406,0.0018,0.6046,0.5015999999999999
1406,0.0216,0.0013,0.009000000000000001,0.64,0.0,0.3247,0.10709999999999997
1407,0.0602,0.0,0.0023,0.2737,0.0,0.6449,0.5238
1408,0.0024,0.0005,0.0,0.3469,0.0,0.6436,0.5112
1409,0.0489,0.0006,0.0019,0.44299999999999995,0.0,0.4958,0.3386
1410,0.0059,0.0041,0.0002,0.3098,0.001,0.6738,0.554
1411,0.0009,0.0007,0.0113,0.8723,0.0,0.1128,-0.042200000000000015
1412,0.0065,0.0005,0.0,0.3546,0.0,0.6325,0.4403999999999999
1413,0.0007,0.0047,0.0029,0.5993,0.0,0.3881,0.21039999999999992
1414,0.0037,0.0017,0.0049,0.7753,0.0,0.2079,0.0514
1415,0.0316,0.0002,0.0036,0.5157,0.0,0.4389,0.2758999999999999
1416,0.0238,0.0,0.0,0.366,0.0,0.6044,0.4062
1417,0.0494,0.0018,0.0141,0.2718,0.0001,0.6428,0.5018
1418,0.0293,0.0022,0.0085,0.3715,0.0,0.5691,0.4215
1419,0.0027,0.0016,0.0005,0.3598,0.0,0.6316,0.4643999999999999
1420,0.0286,0.0052,0.0045,0.0803,0.0,0.8711,0.6903999999999999
1421,0.0119,0.0022,0.0,0.2593,0.0,0.7227,0.6046
1422,0.006,0.006999999999999999,0.0011,0.4334,0.0,0.5467,0.35749999999999993
1423,0.0382,0.0056,0.0057,0.0802,0.0,0.8469,0.7053
1424,0.0547,0.0051,0.0284,0.247,0.0003,0.6387,0.4525000000000001
1425,0.0154,0.0013,0.0077,0.7234,0.0003,0.245,0.01990000000000003
1426,0.0017,0.0,0.0007,0.8399,0.0,0.1543,-0.028299999999999992
1427,0.0331,0.0029,0.0008,0.7565,0.0005,0.2062,0.05620000000000014
1428,0.0132,0.0,0.0,0.6165,0.0,0.3703,0.3132999999999999
1429,0.016,0.0036,0.0003,0.0715,0.0003,0.9002,0.7493000000000001
1430,0.0649,0.0035,0.024,0.2099,0.0006,0.6761,0.5181
1431,0.0045,0.0001,0.0,0.5386,0.0,0.4471,0.26680000000000004
1432,0.0722,0.0015,0.006,0.7896,0.0,0.1298,-0.09729999999999994
1433,0.0035,0.0,0.0012,0.6129,0.0,0.377,0.20140000000000002
1434,0.045,0.0021,0.0033,0.2932,0.0007,0.6457,0.4687
1435,0.0058,0.0366,0.0007,0.6169,0.0,0.3394,0.19100000000000006
1436,0.0263,0.0025,0.0208,0.235,0.0004,0.7005,0.4870000000000001
1437,0.0271,0.0004,0.0129,0.2008,0.0,0.741,0.4857999999999999
1438,0.0226,0.0018,0.0066,0.4362,0.0,0.5252,0.3198000000000001
1439,0.0092,0.0015,0.0022,0.3253,0.0,0.6488,0.37780000000000014
1440,0.0465,0.0567,0.0051,0.41700000000000004,0.0,0.4702,0.29169999999999996
