,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other
348,0.0281,0.0137,0.0059,0.0687,0.0031,0.8667,0.7535000000000001
349,0.1238,0.0011,0.013000000000000001,0.0882,0.0004,0.7529,0.49950000000000006
350,0.0486,0.0065,0.0029,0.2651,0.0016,0.6532,0.49229999999999996
351,0.0412,0.005,0.0028,0.3435,0.0,0.5961,0.3014999999999999
352,0.1575,0.0015,0.0,0.159,0.0032,0.662,0.5068
353,0.156,0.0039,0.0197,0.1016,0.0003,0.6970000000000001,0.48350000000000004
354,0.2138,0.0017,0.016,0.0815,0.0004,0.6719,0.49760000000000015
355,0.0641,0.0017,0.0349,0.3057,0.0002,0.5652,0.3954
356,0.0839,0.0009,0.0086,0.0867,0.0,0.7975,0.6669
357,0.047,0.0123,0.0024,0.156,0.0,0.7625,0.6413
358,0.0551,0.0034,0.0088,0.3821,0.0003,0.5443,0.36230000000000007
359,0.1641,0.002,0.0205,0.0851,0.0003,0.7118,0.556
360,0.132,0.0026,0.0143,0.1248,0.0004,0.7033,0.5199
361,0.1362,0.0023,0.0137,0.053,0.0007,0.7826,0.5311
362,0.6849,0.0008,0.0151,0.1579,0.0002,0.1319,-0.038899999999999935
363,0.2433,0.0007,0.013000000000000001,0.067,0.0015,0.6626,0.4625
364,0.0431,0.0048,0.0102,0.0597,0.0,0.8707,0.6162
365,0.0926,0.0019,0.0295,0.0949,0.0009,0.7362,0.5791999999999999
366,0.2551,0.0046,0.0096,0.0769,0.0026,0.632,0.5002
367,0.3164,0.0012,0.0507,0.1979,0.0006,0.4002,0.2862
368,0.5411,0.0022,0.0263,0.0927,0.0007,0.3168,0.19699999999999995
369,0.2238,0.0008,0.0265,0.182,0.0002,0.5457,0.3397
370,0.1522,0.003,0.0254,0.0538,0.0006,0.7455,0.595
371,0.09699999999999999,0.0022,0.0333,0.0994,0.0009,0.7399,0.5602
372,0.2253,0.0028,0.0173,0.1468,0.0003,0.5888,0.4685
373,0.0999,0.0039,0.0061,0.1601,0.0001,0.7149,0.5919000000000001
374,0.0695,0.0029,0.0264,0.0521,0.0008,0.8263,0.5533
375,0.1897,0.003,0.02,0.1933,0.0008,0.5733,0.3962
376,0.0557,0.0043,0.0194,0.0606,0.0016,0.8237,0.6884
377,0.0918,0.0011,0.0166,0.0432,0.0002,0.8305,0.6031
378,0.2139,0.0018,0.0448,0.1096,0.0004,0.6032,0.4605
379,0.0574,0.0033,0.0084,0.0675,0.0008,0.8497,0.4276
380,0.0932,0.0009,0.0011,0.1273,0.0,0.7551,0.6175
381,0.0645,0.0032,0.0034,0.1987,0.0,0.7206,0.5782
382,0.0563,0.0076,0.0061,0.2174,0.0,0.6951,0.6016
383,0.1391,0.0029,0.0175,0.1042,0.0003,0.7167,0.5359999999999999
384,0.0373,0.002,0.0052,0.1495,0.0,0.7963,0.622
385,0.0623,0.0044,0.0101,0.0461,0.0,0.8427,0.6981
386,0.0369,0.0135,0.0067,0.1497,0.0042,0.7741,0.673
387,0.0992,0.0051,0.004,0.1928,0.0,0.6912,0.6729
388,0.2488,0.0098,0.0,0.1741,0.0,0.5652,0.5513
389,0.0826,0.0,0.0017,0.1519,0.0023,0.7351,0.7435
390,0.0549,0.0003,0.0307,0.3962,0.0067,0.5064,0.36319999999999997
391,0.0226,0.0023,0.0175,0.4211,0.0,0.5238,0.5175000000000001
392,0.0689,0.0053,0.0112,0.026000000000000002,0.0,0.878,0.8596
393,0.109,0.0015,0.0366,0.11699999999999999,0.0001,0.7134,0.6978
394,0.0863,0.0019,0.0089,0.1032,0.0,0.7748,0.7697
395,0.0611,0.0,0.0069,0.3661,0.0,0.5584,0.5359
396,0.0507,0.0009,0.0111,0.106,0.0,0.8182,0.7563
397,0.0325,0.0016,0.0202,0.5429,0.0005,0.3832,0.33130000000000004
398,0.0296,0.0009,0.0024,0.2733,0.0,0.6856,0.6758
399,0.0223,0.0021,0.0107,0.033,0.0,0.9216,0.8989
400,0.059000000000000004,0.0,0.0042,0.3584,0.0005,0.5647,0.42790000000000006
401,0.0708,0.0043,0.0141,0.1385,0.0,0.7305,0.6313
402,0.0399,0.0033,0.0127,0.2776,0.0026,0.6348,0.5559000000000001
403,0.0323,0.0,0.0032,0.4806,0.0,0.4727,0.3449
404,0.0325,0.0,0.0042,0.2892,0.0,0.6603,0.6511
405,0.0474,0.0,0.0058,0.6031,0.0,0.3262,0.28970000000000007
406,0.0673,0.0052,0.0192,0.1864,0.0011,0.698,0.5318
407,0.1177,0.0,0.0019,0.2513,0.0,0.6064,0.5881
408,0.0689,0.0043,0.0077,0.1903,0.0009,0.7025,0.6638999999999999
409,0.0302,0.0036,0.0132,0.0205,0.0005,0.9095,0.9
410,0.0837,0.0178,0.0074,0.2588,0.0,0.6114,0.6153000000000001
411,0.064,0.0023,0.0255,0.3943,0.0011,0.485,0.30779999999999996
412,0.1586,0.0028,0.0289,0.1988,0.0014,0.5758,-0.3025
413,0.0515,0.0014,0.0017,0.10300000000000001,0.0,0.8277,0.8204
414,0.1052,0.0004,0.018000000000000002,0.0671,0.0003,0.7872,0.708
415,0.10800000000000001,0.0005,0.0387,0.2767,0.0004,0.5502,0.4867
416,0.0037,0.0,0.0102,0.6239,0.0,0.3541,0.2732
417,0.1322,0.0016,0.0512,0.6833,0.0006,0.1007,0.10109999999999997
418,0.0419,0.0003,0.0,0.2842,0.0,0.6512,0.5476
419,0.1298,0.0015,0.0528,0.2672,0.0004,0.5191,0.4383
420,0.11699999999999999,0.0004,0.0079,0.2843,0.0,0.5813,0.48940000000000006
421,0.1921,0.0044,0.0083,0.2316,0.0001,0.5588,0.5285
422,0.067,0.0014,0.0376,0.1659,0.0,0.6867,0.6291
423,0.0578,0.0029,0.0072,0.2692,0.0,0.6471,0.4859
424,0.0701,0.0024,0.0207,0.1767,0.0002,0.71,0.6529
425,0.033,0.001,0.0015,0.2197,0.0,0.7327,0.6888
426,0.0344,0.0,0.0019,0.4554,0.0011,0.4988,0.45919999999999994
427,0.0228,0.0,0.0107,0.0065,0.0004,0.9333,0.9136
428,0.047,0.0009,0.0059,0.0105,0.0,0.9209999999999999,0.9207
429,0.0608,0.0011,0.0025,0.4205,0.0,0.5021,0.3591
430,0.0853,0.0021,0.0604,0.5344,0.0004,0.2913,0.23540000000000005
431,0.0353,0.0001,0.0033,0.2874,0.0,0.6474,0.6529
432,0.0694,0.0004,0.0001,0.4908,0.0,0.4259,0.3893
433,0.0286,0.002,0.0096,0.6939,0.0001,0.2523,0.2338
434,0.0966,0.0007,0.0159,0.4593,0.0002,0.4052,0.36230000000000007
435,0.0081,0.0029,0.0055,0.522,0.0,0.4522,0.4165
436,0.2728,0.0219,0.0,0.0198,0.0,0.6631,0.6515000000000001
437,0.0444,0.0018,0.0088,0.1316,0.0005,0.7828,0.7309000000000001
438,0.057,0.0,0.0043,0.29600000000000004,0.0,0.6351,0.5787
439,0.045,0.0024,0.0015,0.3387,0.0,0.5927,0.5044
440,0.1172,0.0014,0.0091,0.2964,0.0,0.5626,0.5079
441,0.0236,0.0011,0.0037,0.0025,0.0011,0.9489,0.901
442,0.0723,0.0009,0.044000000000000004,0.2251,0.0013,0.622,0.5444
443,0.1107,0.0015,0.0127,0.1387,0.0,0.7076,0.7184
444,0.095,0.0017,0.1291,0.0332,0.0002,0.7170000000000001,0.6938
445,0.0459,0.0008,0.0094,0.0931,0.0,0.8346,0.8358
446,0.0722,0.0016,0.0703,0.4361,0.0002,0.3964,0.3466
447,0.1158,0.0027,0.0045,0.0041,0.0001,0.8587,0.8448
448,0.0123,0.003,0.0,0.1021,0.0003,0.8738,0.8363
449,0.0662,0.0035,0.0127,0.2607,0.0012,0.6356,0.39770000000000005
450,0.1584,0.0001,0.0102,0.0374,0.0007,0.7752,0.7862
451,0.1146,0.0051,0.0056,0.2887,0.0,0.5797,0.544
452,0.0605,0.0,0.0114,0.35,0.0002,0.5752,0.3769
453,0.2117,0.0017,0.11599999999999999,0.2702,0.0002,0.3729,0.33620000000000005
454,0.1479,0.0009,0.0194,0.0319,0.0018,0.7729,0.7521
455,0.2839,0.0015,0.0178,0.0708,0.0001,0.6082,0.5479
456,0.0167,0.0,0.0036,0.7313,0.0014,0.2431,0.2290000000000001
457,0.017,0.0007,0.0041,0.0507,0.0,0.9087,0.8915
458,0.0356,0.0007,0.0103,0.1609,0.0001,0.7688,0.7254
459,0.0365,0.0002,0.0093,0.1924,0.0,0.7481,0.6416
460,0.0274,0.0003,0.0053,0.0873,0.0009,0.8476,0.8488
461,0.0682,0.0006,0.0329,0.4343,0.0,0.4342,0.41100000000000003
462,0.0653,0.0031,0.0322,0.307,0.0001,0.5625,0.47030000000000005
463,0.0383,0.0012,0.0041,0.2829,0.0,0.6678,0.6345000000000001
464,0.0766,0.0005,0.0178,0.0663,0.0006,0.8135,0.7462
465,0.0392,0.0006,0.0029,0.2039,0.0,0.7421,0.7054
466,0.1212,0.0,0.0023,0.1641,0.0,0.7085,0.6924
467,0.0384,0.0015,0.0031,0.5311,0.0,0.4201,0.32189999999999996
468,0.0817,0.0025,0.0111,0.3491,0.0,0.5467,0.4796
469,0.0247,0.0,0.0022,0.3315,0.0,0.624,0.6126
470,0.0167,0.0017,0.0075,0.2456,0.0,0.7143,0.6435
471,0.0245,0.0014,0.0048,0.294,0.0,0.6516,0.6423
472,0.0572,0.0016,0.002,0.2439,0.0,0.6861,0.6573
473,0.0271,0.0008,0.0113,0.3722,0.0002,0.5722,0.48540000000000005
474,0.0298,0.0007,0.0245,0.207,0.0012,0.7164,0.7198
475,0.1261,0.0043,0.0196,0.401,0.005,0.3887,0.245
476,0.0182,0.0005,0.0,0.3097,0.0003,0.6618,0.6253
477,0.1128,0.0017,0.0097,0.2482,0.0044,0.5789,0.6122000000000001
478,0.0566,0.0033,0.0174,0.3636,0.0007,0.5378,0.4544
479,0.0484,0.0022,0.0082,0.0204,0.0014,0.9056,0.9124
480,0.0306,0.0,0.0044,0.39899999999999997,0.0123,0.5352,0.5097
481,0.0028,0.001,0.0133,0.3542,0.0013,0.621,0.4484
482,0.0429,0.0,0.0039,0.6147,0.0001,0.3233,0.3034
483,0.0546,0.0034,0.0038,0.1064,0.0,0.8185,0.7727999999999999
484,0.0728,0.0017,0.0091,0.3046,0.0062,0.5923,0.5786
485,0.022000000000000002,0.0009,0.0025,0.3974,0.0,0.5635,0.5042
486,0.0043,0.0057,0.0,0.3031,0.0029,0.6798,0.627
487,0.0458,0.0028,0.002,0.4636,0.0005,0.4585,0.4413
488,0.0232,0.0015,0.0091,0.23199999999999998,0.0,0.7241,0.7182
489,0.0659,0.0,0.0018,0.2575,0.0,0.6533,0.6078
490,0.0321,0.0013,0.0007,0.2279,0.0,0.7195,0.641
491,0.1504,0.0013,0.0034,0.0104,0.0,0.8254,0.8155
492,0.0761,0.004,0.0246,0.4561,0.0014,0.4035,0.3288000000000001
493,0.0558,0.0016,0.0106,0.4433,0.0008,0.4644,0.45389999999999997
494,0.0529,0.0007,0.0368,0.0523,0.0007,0.8414,0.7406
495,0.0457,0.0004,0.0021,0.1757,0.0,0.7564,0.6811
496,0.0634,0.0024,0.0087,0.1849,0.0004,0.71,0.6892
497,0.0771,0.0008,0.0101,0.4466,0.001,0.4577,0.4454
498,0.0309,0.0092,0.0043,0.0103,0.0005,0.8662,0.8988
499,0.0505,0.0041,0.0,0.0935,0.0,0.8403,0.7449
500,0.0163,0.0,0.0051,0.0894,0.0,0.8691,0.8582000000000001
501,0.1308,0.0,0.0037,0.1194,0.0002,0.7201,0.7369
502,0.0313,0.0012,0.0027,0.377,0.0,0.5739,0.5648
503,0.0635,0.0,0.005,0.262,0.0,0.6569,0.6385
504,0.0074,0.0,0.0734,0.519,0.0017,0.3705,0.3484999999999999
505,0.0801,0.0033,0.0113,0.019,0.0,0.877,0.7733
506,0.0141,0.0,0.0,0.624,0.0,0.3465,0.3389
507,0.0492,0.0024,0.0178,0.5558,0.0021,0.3453,0.23370000000000002
508,0.1022,0.0009,0.0198,0.5377,0.002,0.3172,0.3174
509,0.0651,0.0,0.0,0.2513,0.0,0.6799,0.6606
510,0.0217,0.0017,0.0074,0.4163,0.0,0.5446,0.41290000000000004
511,0.0321,0.0,0.0078,0.3289,0.0,0.6151,0.6122
512,0.0456,0.004,0.0098,0.3409,0.0,0.5852,0.5717
513,0.0348,0.0017,0.0067,0.11900000000000001,0.0001,0.8235,0.8277
514,0.1875,0.0014,0.0323,0.5242,0.0,0.2338,0.1916
515,0.0569,0.0,0.0136,0.5212,0.0,0.3938,0.2643
516,0.006,0.0003,0.0055,0.5773,0.0,0.4069,0.31689999999999996
517,0.0397,0.0,0.0074,0.6207,0.0,0.3277,0.2732
518,0.1148,0.0022,0.0019,0.2917,0.0002,0.5766,0.5651999999999999
519,0.0262,0.0,0.0184,0.3796,0.0,0.5732,0.4658
520,0.1141,0.0003,0.0002,0.385,0.0,0.4894,0.4364
521,0.0282,0.0,0.031,0.5811,0.0,0.3561,0.3177000000000001
522,0.0371,0.0013,0.0013,0.3624,0.0005,0.5761,0.5184
523,0.1178,0.0026,0.0135,0.295,0.0,0.5585,0.4811000000000001
524,0.1169,0.0001,0.0091,0.2555,0.0,0.6024,0.5854
525,0.0274,0.0035,0.0052,0.0127,0.0,0.9409,0.9342
526,0.0132,0.0,0.0,0.2637,0.0,0.7205,0.6960999999999999
527,0.0368,0.0019,0.0217,0.3611,0.0,0.5628,0.5275000000000001
528,0.0477,0.0,0.0077,0.4029,0.0,0.5375,0.4777
529,0.0072,0.0,0.0021,0.4285,0.0,0.5505,0.5452
530,0.0331,0.0055,0.0031,0.0074,0.0,0.9386,0.9229
531,0.0231,0.0064,0.0045,0.2714,0.0076,0.6721,0.533
532,0.0222,0.0016,0.0076,0.0411,0.0001,0.9088,0.8573999999999999
533,0.0439,0.0012,0.0136,0.1763,0.0003,0.7464,0.6946999999999999
534,0.040999999999999995,0.0056,0.0105,0.2984,0.0006,0.6335,0.5559000000000001
535,0.0047,0.0,0.006,0.6111,0.0,0.3749,0.35120000000000007
536,0.0248,0.0005,0.0067,0.5263,0.0,0.4253,0.40470000000000006
537,0.0626,0.0007,0.0061,0.2024,0.0,0.7117,0.5892
538,0.0874,0.0034,0.0,0.37200000000000005,0.0,0.5184,0.49319999999999997
539,0.0014,0.0,0.0,0.4339,0.0,0.5618,0.5387
540,0.0325,0.0043,0.0058,0.0146,0.0,0.9229999999999999,0.9298
541,0.3511,0.0025,0.0144,0.0376,0.0,0.5843,0.5304
542,0.0466,0.0039,0.0,0.3548,0.0,0.5851,0.5627
543,0.0506,0.0,0.0039,0.4259,0.0,0.5093,0.4666
544,0.0287,0.0012,0.0,0.3895,0.0006,0.5670000000000001,0.5169999999999999
545,0.022000000000000002,0.0038,0.0079,0.2801,0.0003,0.6729999999999999,0.6498999999999999
546,0.1273,0.0018,0.2184,0.0058,0.1108,0.3031,0.5358999999999999
547,0.0985,0.0013,0.4173,0.0225,0.0893,0.1837,0.3711
548,0.0303,0.0152,0.2121,0.0303,0.2727,0.2273,0.4394
549,0.1105,0.0036,0.3107,0.004,0.0804,0.2952,0.4908
550,0.1133,0.0018,0.2879,0.0046,0.10400000000000001,0.3023,0.48840000000000006
551,0.08199999999999999,0.0039,0.0247,0.0128,0.0014,0.8466,0.6162000000000001
552,0.0359,0.0176,0.0,0.0039,0.002,0.9212,0.7666000000000001
553,0.0861,0.0255,0.0175,0.0069,0.0016,0.8368,0.6463999999999999
554,0.0428,0.004,0.0067,0.0088,0.0,0.9292,0.6677
555,0.0363,0.0797,0.0032,0.0007,0.0078,0.8464,0.6313000000000001
556,0.1799,0.0513,0.0057,0.0028,0.0005,0.7373,0.5568
557,0.2263,0.0071,0.0085,0.0044,0.0009,0.7463,0.42280000000000006
558,0.0458,0.0043,0.0096,0.0026,0.0,0.9093,0.7807
559,0.031,0.0087,0.0068,0.0022,0.0012,0.9308,0.7391000000000001
560,0.1304,0.0036,0.0091,0.0044,0.0011,0.8303,0.6494
561,0.0498,0.0133,0.0089,0.0053,0.0055,0.9035,0.7402
562,0.0511,0.0,0.0,0.0015,0.0,0.9473,0.6814
563,0.0162,0.0,0.0,0.0,0.0,0.9809,0.8008
564,0.2529,0.006,0.0082,0.0041,0.0025,0.7031,0.5632999999999999
565,0.0582,0.0006,0.0006,0.0,0.0,0.9172,0.7696000000000001
566,0.2721,0.0108,0.0059,0.0022,0.0002,0.6984,0.5678000000000001
567,0.4852,0.046,0.0,0.0077,0.0,0.4611,0.35009999999999986
568,0.0423,0.022000000000000002,0.004,0.0053,0.0023,0.9025,0.7411
569,0.042,0.0101,0.0,0.0012,0.0,0.8921,0.7327
570,0.1707,0.0136,0.026000000000000002,0.026000000000000002,0.0036,0.7264,0.5821
571,0.0675,0.0054,0.0015,0.0026,0.0001,0.9108,0.7449
572,0.1251,0.0008,0.0018,0.0015,0.0063,0.8485,0.6955
573,0.0837,0.0111,0.0057,0.0012,0.0,0.8774,0.7113
574,0.2907,0.0031,0.0092,0.0009,0.0022,0.6786,0.5299
575,0.034,0.0372,0.004,0.0014,0.0002,0.9096,0.7642
576,0.1053,0.0121,0.0045,0.0,0.0005,0.8674,0.7136
577,0.3609,0.0028,0.0043,0.0015,0.0045,0.615,0.4680000000000001
578,0.0462,0.0125,0.0084,0.003,0.001,0.9063,0.7079
579,0.0437,0.0104,0.0226,0.0116,0.0005,0.887,0.6781999999999999
580,0.0342,0.0027,0.0,0.0004,0.001,0.9328,0.7007
581,0.0456,0.0774,0.0138,0.0013,0.0003,0.8382,0.5826
582,0.3073,0.006,0.0041,0.0,0.0,0.6613,0.5396
583,0.0758,0.0014,0.0156,0.0017,0.0016,0.883,0.7719
584,0.3527,0.0123,0.0027,0.0015,0.0,0.6201,0.4928
585,0.0393,0.0584,0.0077,0.0036,0.0001,0.8696,0.6459
586,0.0449,0.0016,0.0,0.0011,0.0,0.9341,0.7024
587,0.2624,0.0275,0.0011,0.0053,0.0,0.685,0.5727
588,0.1734,0.0059,0.0086,0.0008,0.0006,0.7842,0.6617
589,0.341,0.0429,0.0,0.0008,0.0004,0.6132,0.3478999999999999
590,0.0356,0.0299,0.0007,0.0034,0.0,0.912,0.6834
591,0.1687,0.0073,0.0,0.0,0.0,0.8117,0.6140000000000001
592,0.1637,0.0053,0.0171,0.0081,0.0005,0.7904,0.6123
593,0.0462,0.0021,0.0024,0.0006,0.0,0.9459,0.6567000000000001
594,0.1703,0.0099,0.0037,0.0019,0.0,0.7893,0.6412
595,0.016,0.003,0.008,0.0406,0.0002,0.9168,0.5492
596,0.0131,0.0059,0.0,0.3345,0.0,0.6276,0.5155
597,0.0352,0.0046,0.0036,0.0754,0.0,0.878,0.6712
598,0.218,0.003,0.0118,0.0209,0.0,0.73,0.5543
599,0.0664,0.0027,0.0,0.1889,0.0,0.7385,0.5469999999999999
600,0.0914,0.0019,0.0087,0.0102,0.0001,0.877,0.6837
601,0.0126,0.0052,0.0089,0.0031,0.0,0.9698,0.6392
602,0.037000000000000005,0.0008,0.0077,0.0121,0.0,0.9307,0.7424
603,0.1891,0.0018,0.0036,0.0431,0.0001,0.7548,0.45930000000000004
604,0.0596,0.0014,0.1073,0.1335,0.0007,0.6716,0.40949999999999986
605,0.0162,0.003,0.006,0.0131,0.0009,0.9502,0.7508
606,0.0158,0.0004,0.005,0.0067,0.0,0.9653,0.7981
607,0.0013,0.0024,0.0032,0.0081,0.0,0.9608,0.783
608,0.0312,0.0026,0.0056,0.0345,0.0,0.9144,0.6761
609,0.0253,0.0018,0.0122,0.0387,0.0003,0.9092,0.7497
610,0.2529,0.001,0.0723,0.2307,0.0002,0.4229,0.2509
611,0.0327,0.0008,0.0032,0.064,0.0007,0.8767,0.6696
612,0.0107,0.0004,0.0042,0.0007,0.0006,0.9667,0.7964
613,0.1115,0.0005,0.0227,0.0776,0.0,0.7681,0.6407
614,0.0274,0.0004,0.0003,0.0053,0.0008,0.9461,0.7407999999999999
615,0.0726,0.0034,0.0067,0.0069,0.0007,0.9026,0.7217
616,0.1427,0.0006,0.1181,0.047,0.0002,0.669,0.47340000000000004
617,0.0121,0.0007,0.0018,0.0018,0.0,0.9816,0.8196
618,0.0138,0.0006,0.0028,0.0079,0.0,0.9648,0.7759
619,0.0211,0.0009,0.0053,0.005,0.0,0.9585,0.7877
620,0.0187,0.0032,0.0054,0.0467,0.0013,0.9213,0.7777000000000001
621,0.0334,0.0052,0.0066,0.0113,0.0003,0.9349,0.6842
622,0.0168,0.0022,0.0043,0.0073,0.0007,0.9585,0.7927
623,0.0302,0.0028,0.0008,0.0375,0.0002,0.9178,0.7125
624,0.013000000000000001,0.0051,0.0012,0.0051,0.0,0.9562,0.7036
625,0.0121,0.0,0.0021,0.0139,0.0005,0.9622,0.6994
626,0.0991,0.0004,0.008,0.0116,0.0004,0.8629,0.7244999999999999
627,0.0075,0.0,0.0015,0.004,0.0,0.987,0.7789999999999999
628,0.015,0.0002,0.0037,0.0061,0.0,0.9615,0.6970000000000001
629,0.0094,0.0018,0.001,0.0272,0.0,0.9462,0.7605999999999999
630,0.0181,0.0,0.0057,0.0013,0.0,0.9595,0.8049
631,0.057,0.0011,0.005,0.019,0.0,0.9044,0.6839
632,0.0698,0.0007,0.0035,0.0082,0.0,0.8983,0.6938000000000001
633,0.0443,0.0025,0.0344,0.1494,0.0004,0.7402,0.4770000000000001
634,0.0035,0.0003,0.0009,0.0049,0.0,0.9697,0.8024
635,0.0267,0.0014,0.0115,0.0834,0.0001,0.8555,0.6649
636,0.0141,0.001,0.0031,0.0044,0.0,0.9563,0.7143999999999999
637,0.0303,0.0034,0.006,0.0057,0.0004,0.9466,0.6812
638,0.0316,0.0006,0.0034,0.1107,0.0,0.8498,0.6807000000000001
639,0.3187,0.0009,0.0401,0.0529,0.0004,0.5705,0.4039999999999999
640,0.10400000000000001,0.0018,0.0084,0.1511,0.0,0.7197,0.5856999999999999
641,0.187,0.0005,0.0319,0.0699,0.0,0.695,0.5086999999999999
642,0.0576,0.0017,0.011000000000000001,0.0848,0.0,0.8287,0.6099000000000001
643,0.2169,0.0013,0.0765,0.0655,0.0003,0.6164,0.4444999999999999
644,0.0971,0.0007,0.0071,0.0258,0.0002,0.8544,0.6941
645,0.0384,0.0097,0.0054,0.0825,0.0,0.8456,0.679
646,0.0622,0.0027,0.0056,0.0545,0.0009,0.8619,0.7071000000000001
647,0.0457,0.0,0.0085,0.0413,0.0,0.8915,0.7205
648,0.034,0.0012,0.0075,0.0684,0.0001,0.8637,0.6488
649,0.0277,0.001,0.0214,0.0467,0.0,0.8787,0.7001999999999999
650,0.1309,0.0007,0.0278,0.0137,0.0,0.8108,0.6509
651,0.0492,0.0017,0.0508,0.0826,0.0002,0.7947,0.6455
652,0.0228,0.0022,0.0101,0.1468,0.0001,0.7626,0.627
653,0.0123,0.0018,0.0049,0.0095,0.0,0.9606,0.7495
654,0.0326,0.0018,0.0104,0.0854,0.0001,0.8507,0.6076999999999999
655,0.0203,0.0021,0.0064,0.0362,0.0,0.9117,0.764
656,0.0301,0.0003,0.0038,0.0027,0.0,0.9453,0.7301
657,0.0112,0.0016,0.0018,0.0076,0.0,0.9645,0.7278
658,0.0295,0.0004,0.002,0.0584,0.0,0.8824,0.7777
659,0.0153,0.0027,0.0035,0.0044,0.0,0.9559,0.6891
660,0.0244,0.001,0.0037,0.0063,0.0,0.953,0.7326
661,0.0154,0.0,0.013000000000000001,0.0018,0.0,0.9629,0.7358
662,0.0177,0.0017,0.0025,0.0374,0.0005,0.9325,0.7562
663,0.0248,0.0023,0.0061,0.0677,0.0001,0.8817,0.645
664,0.0145,0.004,0.0016,0.0076,0.0,0.9661,0.7633
665,0.1012,0.0023,0.0054,0.0102,0.0002,0.8679,0.6957
666,0.0481,0.0025,0.0406,0.1761,0.0001,0.6990000000000001,0.4636
667,0.0312,0.0013,0.0069,0.0906,0.0,0.8579,0.666
668,0.0135,0.0005,0.0054,0.0055,0.0,0.9621,0.6431
669,0.0129,0.0019,0.0036,0.0118,0.0,0.9585,0.7218
670,0.0276,0.0,0.0057,0.0421,0.0,0.9096,0.7916
671,0.0232,0.0011,0.0013,0.3022,0.0,0.6365,0.5062
672,0.0559,0.0,0.008,0.0052,0.0,0.9198,0.6799
673,0.0314,0.0018,0.0059,0.1007,0.0001,0.8485,0.6481
674,0.0171,0.0045,0.0051,0.0079,0.0,0.9519,0.7554000000000001
675,0.1285,0.0029,0.0252,0.0984,0.0004,0.7179,0.5166
676,0.040999999999999995,0.0017,0.0145,0.2984,0.0001,0.6164,0.3723000000000001
677,0.0178,0.0022,0.0072,0.0263,0.0023,0.9151,0.6962
678,0.023,0.0008,0.0201,0.1268,0.0004,0.8034,0.5248999999999999
679,0.0096,0.0013,0.0,0.0879,0.0,0.8868,0.5432
680,0.0128,0.0064,0.0008,0.0014,0.0026,0.9670000000000001,0.725
681,0.0105,0.0008,0.0029,0.0068,0.0004,0.9722,0.7956
682,0.0174,0.0,0.0094,0.0097,0.0,0.9543,0.7275
683,0.0396,0.0018,0.0085,0.0961,0.0,0.8245,0.6419999999999999
684,0.0234,0.0014,0.0103,0.0124,0.0001,0.9395,0.7034
685,0.0519,0.0011,0.0033,0.0161,0.0,0.9107,0.6436
686,0.0503,0.0026,0.0098,0.1397,0.0002,0.7823,0.6084
687,0.0267,0.0002,0.0093,0.0066,0.0,0.9388,0.6912
688,0.0956,0.0022,0.0248,0.028999999999999998,0.0,0.8321,0.6224000000000001
689,0.0144,0.0013,0.0029,0.0086,0.0005,0.96,0.6853
690,0.0062,0.0016,0.0026,0.0151,0.0,0.9619,0.7555000000000001
691,0.0146,0.0016,0.0076,0.006999999999999999,0.0008,0.9625,0.7494000000000001
692,0.12,0.0014,0.0052,0.0154,0.001,0.8457,0.668
693,0.1737,0.0006,0.0543,0.1111,0.0002,0.6368,0.48009999999999997
694,0.0264,0.002,0.0117,0.040999999999999995,0.0,0.897,0.6709
695,0.1277,0.0018,0.0263,0.1258,0.0001,0.6902,0.5173
696,0.0183,0.0004,0.0052,0.006,0.0,0.955,0.7241
697,0.0453,0.0003,0.0029,0.0113,0.0,0.9348,0.7352000000000001
698,0.0747,0.0016,0.038,0.1128,0.0004,0.7385,0.5785
699,0.0676,0.0022,0.07400000000000001,0.0154,0.0005,0.8149,0.6263000000000001
700,0.0521,0.0006,0.0008,0.005,0.0008,0.9249,0.7837000000000001
701,0.0163,0.0031,0.0072,0.0003,0.0,0.9552,0.7491
702,0.03,0.0021,0.0296,0.0173,0.0,0.9061,0.6379999999999999
703,0.0172,0.0,0.0073,0.0065,0.0,0.9566,0.7450000000000001
704,0.0405,0.0013,0.0015,0.0116,0.0001,0.9392,0.8069999999999999
705,0.1536,0.0036,0.0128,0.0113,0.0002,0.7971,0.6375000000000001
706,0.0538,0.0009,0.0104,0.0669,0.0001,0.8321,0.5898999999999999
707,0.0054,0.0002,0.0028,0.0084,0.0004,0.9614,0.7387999999999999
708,0.1586,0.0016,0.0035,0.0067,0.001,0.8214,0.6175999999999999
709,0.0149,0.0009,0.0,0.0039,0.0,0.9605,0.8173
710,0.0497,0.0004,0.0027,0.0193,0.0005,0.9156,0.7564
711,0.0131,0.001,0.0056,0.0083,0.0003,0.9614,0.7667
712,0.0201,0.002,0.0146,0.0065,0.0,0.9503,0.7128
713,0.027999999999999997,0.0005,0.0033,0.0057,0.0,0.9501,0.7735000000000001
714,0.0248,0.0009,0.0143,0.0686,0.0008,0.868,0.6846
715,0.0783,0.0,0.0071,0.0065,0.0,0.9021,0.6461
