,Patients,Hospitalized,ICU,Death
18029,749.0,15.0,0.0,11.0
18031,419.0,9.0,0.0,0.0
18033,671.0,3.0,0.0,0.0
18035,2308.0,70.0,0.0,0.0
18037,1357.0,11.0,0.0,0.0
18039,5053.0,60.0,0.0,14.0
18041,562.0,3.0,0.0,0.0
18043,1284.0,75.0,0.0,12.0
18045,0.0,0.0,0.0,0.0
18047,292.0,17.0,0.0,12.0
18049,0.0,0.0,0.0,0.0
18051,504.0,3.0,0.0,0.0
18053,1180.0,63.0,0.0,0.0
18055,669.0,5.0,0.0,0.0
18057,4785.0,130.0,2.0,81.0
18059,1185.0,37.0,0.0,0.0
18061,663.0,27.0,0.0,0.0
18063,2733.0,90.0,1.0,43.0
18065,948.0,4.0,0.0,0.0
18067,1124.0,22.0,1.0,0.0
18069,443.0,2.0,0.0,0.0
18071,890.0,12.0,0.0,0.0
18073,383.0,6.0,0.0,0.0
18075,300.0,13.0,0.0,0.0
18077,283.0,0.0,0.0,0.0
18079,280.0,15.0,1.0,0.0
18081,2450.0,35.0,0.0,72.0
18083,561.0,23.0,0.0,0.0
18085,1439.0,9.0,0.0,0.0
18087,565.0,21.0,0.0,0.0
18089,7653.0,470.0,1.0,45.0
18091,476.0,18.0,0.0,0.0
18093,944.0,19.0,0.0,22.0
18095,1708.0,47.0,0.0,54.0
18097,14470.0,555.0,4.0,387.0
18099,639.0,3.0,0.0,0.0
18101,0.0,0.0,0.0,0.0
18103,510.0,17.0,0.0,0.0
18105,1643.0,12.0,0.0,12.0
18107,383.0,16.0,0.0,0.0
18109,482.0,22.0,0.0,0.0
18111,0.0,0.0,0.0,0.0
18113,1034.0,8.0,0.0,0.0
18115,0.0,0.0,0.0,0.0
18117,0.0,0.0,0.0,0.0
18119,0.0,0.0,0.0,0.0
18121,0.0,0.0,0.0,0.0
18123,0.0,0.0,0.0,0.0
18125,0.0,0.0,0.0,0.0
18127,2540.0,45.0,0.0,16.0
18129,0.0,0.0,0.0,0.0
18131,0.0,0.0,0.0,0.0
18133,400.0,2.0,0.0,0.0
18135,342.0,2.0,0.0,0.0
18137,389.0,6.0,0.0,0.0
18139,0.0,0.0,0.0,0.0
18141,2565.0,72.0,0.0,11.0
18143,373.0,8.0,0.0,0.0
18145,655.0,36.0,0.0,0.0
18147,267.0,2.0,0.0,0.0
18149,270.0,2.0,0.0,0.0
18151,367.0,16.0,0.0,0.0
18153,242.0,0.0,0.0,0.0
18155,0.0,0.0,0.0,0.0
18157,2028.0,37.0,0.0,0.0
18159,0.0,0.0,0.0,0.0
18161,0.0,0.0,0.0,0.0
18163,1517.0,32.0,0.0,35.0
18165,0.0,0.0,0.0,0.0
18167,1853.0,53.0,0.0,13.0
18169,389.0,5.0,0.0,0.0
18171,0.0,0.0,0.0,0.0
18173,461.0,15.0,0.0,0.0
18175,241.0,5.0,0.0,0.0
18177,1039.0,7.0,0.0,0.0
18179,377.0,5.0,0.0,0.0
18181,354.0,7.0,0.0,0.0
18183,384.0,2.0,0.0,0.0
19001,0.0,0.0,0.0,0.0
19003,0.0,0.0,0.0,0.0
19005,0.0,0.0,0.0,0.0
19007,0.0,0.0,0.0,0.0
19009,0.0,0.0,0.0,0.0
19011,1389.0,34.0,8.0,0.0
19013,10302.0,296.0,70.0,28.0
19015,1402.0,29.0,4.0,0.0
19017,1539.0,14.0,2.0,0.0
19019,1057.0,22.0,2.0,0.0
19021,0.0,0.0,0.0,0.0
19023,0.0,0.0,0.0,0.0
19025,0.0,0.0,0.0,0.0
19027,1850.0,54.0,7.0,0.0
19029,0.0,0.0,0.0,0.0
19031,0.0,0.0,0.0,0.0
19033,3128.0,46.0,5.0,0.0
19035,0.0,0.0,0.0,0.0
19037,0.0,0.0,0.0,0.0
19039,0.0,0.0,0.0,0.0
19041,0.0,0.0,0.0,0.0
19043,0.0,0.0,0.0,0.0
19045,2979.0,61.0,15.0,0.0
19047,0.0,0.0,0.0,0.0
19049,6387.0,92.0,31.0,25.0
19051,0.0,0.0,0.0,0.0
19053,0.0,0.0,0.0,0.0
19055,0.0,0.0,0.0,0.0
19057,2609.0,81.0,15.0,0.0
19059,0.0,0.0,0.0,0.0
19061,9099.0,145.0,37.0,0.0
19063,0.0,0.0,0.0,0.0
19065,0.0,0.0,0.0,0.0
19067,0.0,0.0,0.0,0.0
19069,0.0,0.0,0.0,0.0
19071,0.0,0.0,0.0,0.0
19073,0.0,0.0,0.0,0.0
19075,0.0,0.0,0.0,0.0
19077,0.0,0.0,0.0,0.0
19079,0.0,0.0,0.0,0.0
19081,0.0,0.0,0.0,0.0
19083,0.0,0.0,0.0,0.0
19085,0.0,0.0,0.0,0.0
19087,0.0,0.0,0.0,0.0
19089,0.0,0.0,0.0,0.0
19091,0.0,0.0,0.0,0.0
19093,0.0,0.0,0.0,0.0
19095,0.0,0.0,0.0,0.0
19097,0.0,0.0,0.0,0.0
19099,2223.0,48.0,26.0,0.0
19101,0.0,0.0,0.0,0.0
19103,9266.0,144.0,47.0,0.0
19105,1337.0,33.0,9.0,0.0
19107,0.0,0.0,0.0,0.0
19109,0.0,0.0,0.0,0.0
19111,2058.0,33.0,10.0,0.0
19113,11737.0,458.0,104.0,58.0
19115,0.0,0.0,0.0,0.0
19117,0.0,0.0,0.0,0.0
19119,0.0,0.0,0.0,0.0
19121,0.0,0.0,0.0,0.0
19123,1343.0,60.0,6.0,0.0
19125,1947.0,62.0,18.0,0.0
19127,3257.0,78.0,29.0,0.0
19129,0.0,0.0,0.0,0.0
19131,0.0,0.0,0.0,0.0
19133,0.0,0.0,0.0,0.0
19135,0.0,0.0,0.0,0.0
19137,0.0,0.0,0.0,0.0
19139,2624.0,128.0,37.0,29.0
19141,0.0,0.0,0.0,0.0
19143,0.0,0.0,0.0,0.0
19145,0.0,0.0,0.0,0.0
19147,0.0,0.0,0.0,0.0
19149,2625.0,58.0,17.0,0.0
19151,0.0,0.0,0.0,0.0
19153,33880.0,500.0,157.0,144.0
19155,6080.0,236.0,48.0,11.0
19157,0.0,0.0,0.0,0.0
19159,0.0,0.0,0.0,0.0
19161,0.0,0.0,0.0,0.0
19163,10100.0,310.0,50.0,17.0
19165,0.0,0.0,0.0,0.0
19167,3612.0,77.0,15.0,0.0
19169,6894.0,61.0,13.0,0.0
19171,0.0,0.0,0.0,0.0
19173,0.0,0.0,0.0,0.0
19175,0.0,0.0,0.0,0.0
19177,0.0,0.0,0.0,0.0
19179,2455.0,147.0,43.0,30.0
19181,2962.0,48.0,9.0,0.0
19183,1320.0,73.0,9.0,0.0
19185,0.0,0.0,0.0,0.0
19187,3410.0,58.0,14.0,0.0
19189,0.0,0.0,0.0,0.0
19191,0.0,0.0,0.0,0.0
19193,10829.0,589.0,165.0,0.0
19195,0.0,0.0,0.0,0.0
19197,0.0,0.0,0.0,0.0
20001,0.0,0.0,0.0,0.0
20003,0.0,0.0,0.0,0.0
20005,0.0,0.0,0.0,0.0
20007,0.0,0.0,0.0,0.0
20009,801.0,55.0,11.0,0.0
20011,0.0,0.0,0.0,0.0
20013,0.0,0.0,0.0,0.0
20015,1541.0,61.0,19.0,0.0
20017,0.0,0.0,0.0,0.0
20019,0.0,0.0,0.0,0.0
20021,0.0,0.0,0.0,0.0
20023,0.0,0.0,0.0,0.0
20025,0.0,0.0,0.0,0.0
20027,0.0,0.0,0.0,0.0
20029,0.0,0.0,0.0,0.0
20031,0.0,0.0,0.0,0.0
20033,0.0,0.0,0.0,0.0
20035,555.0,48.0,6.0,0.0
20037,1581.0,94.0,32.0,0.0
20039,0.0,0.0,0.0,0.0
20041,0.0,0.0,0.0,0.0
20043,0.0,0.0,0.0,0.0
20045,2953.0,141.0,24.0,0.0
20047,0.0,0.0,0.0,0.0
20049,0.0,0.0,0.0,0.0
20051,1472.0,64.0,6.0,11.0
20053,0.0,0.0,0.0,0.0
20055,2776.0,106.0,16.0,0.0
20057,3667.0,199.0,41.0,0.0
20059,589.0,40.0,0.0,0.0
20061,547.0,17.0,1.0,0.0
20063,0.0,0.0,0.0,0.0
20065,0.0,0.0,0.0,0.0
20067,0.0,0.0,0.0,0.0
20069,0.0,0.0,0.0,0.0
20071,0.0,0.0,0.0,0.0
20073,0.0,0.0,0.0,0.0
20075,0.0,0.0,0.0,0.0
20077,0.0,0.0,0.0,0.0
20079,796.0,50.0,13.0,0.0
20081,0.0,0.0,0.0,0.0
20083,0.0,0.0,0.0,0.0
20085,0.0,0.0,0.0,0.0
20087,0.0,0.0,0.0,0.0
20089,0.0,0.0,0.0,0.0
20091,16613.0,934.0,166.0,165.0
20093,0.0,0.0,0.0,0.0
20095,0.0,0.0,0.0,0.0
20097,0.0,0.0,0.0,0.0
20099,0.0,0.0,0.0,0.0
20101,0.0,0.0,0.0,0.0
20103,2632.0,123.0,45.0,0.0
20105,0.0,0.0,0.0,0.0
20107,0.0,0.0,0.0,0.0
20109,0.0,0.0,0.0,0.0
20111,1411.0,122.0,23.0,0.0
20113,540.0,50.0,23.0,0.0
20115,0.0,0.0,0.0,0.0
20117,0.0,0.0,0.0,0.0
20119,0.0,0.0,0.0,0.0
20121,618.0,51.0,6.0,0.0
20123,0.0,0.0,0.0,0.0
20125,718.0,34.0,5.0,0.0
20127,0.0,0.0,0.0,0.0
20129,0.0,0.0,0.0,0.0
20131,0.0,0.0,0.0,0.0
20133,0.0,0.0,0.0,0.0
20135,0.0,0.0,0.0,0.0
20137,0.0,0.0,0.0,0.0
20139,0.0,0.0,0.0,0.0
20141,0.0,0.0,0.0,0.0
20143,0.0,0.0,0.0,0.0
20145,0.0,0.0,0.0,0.0
20147,0.0,0.0,0.0,0.0
20149,420.0,27.0,2.0,0.0
20151,0.0,0.0,0.0,0.0
20153,0.0,0.0,0.0,0.0
20155,2177.0,132.0,50.0,13.0
20157,0.0,0.0,0.0,0.0
20159,0.0,0.0,0.0,0.0
20161,1797.0,66.0,9.0,0.0
20163,0.0,0.0,0.0,0.0
20165,0.0,0.0,0.0,0.0
20167,0.0,0.0,0.0,0.0
20169,1282.0,77.0,39.0,0.0
20171,0.0,0.0,0.0,0.0
20173,14637.0,1032.0,193.0,75.0
20175,2060.0,198.0,45.0,0.0
20177,3984.0,339.0,88.0,50.0
20179,0.0,0.0,0.0,0.0
20181,0.0,0.0,0.0,0.0
20183,0.0,0.0,0.0,0.0
20185,0.0,0.0,0.0,0.0
20187,0.0,0.0,0.0,0.0
20189,0.0,0.0,0.0,0.0
20191,374.0,32.0,7.0,0.0
20193,0.0,0.0,0.0,0.0
20195,0.0,0.0,0.0,0.0
20197,0.0,0.0,0.0,0.0
20199,0.0,0.0,0.0,0.0
20201,0.0,0.0,0.0,0.0
20203,0.0,0.0,0.0,0.0
20205,0.0,0.0,0.0,0.0
20207,0.0,0.0,0.0,0.0
20209,9100.0,781.0,138.0,23.0
21001,0.0,0.0,0.0,0.0
21003,762.0,74.0,0.0,0.0
21005,468.0,17.0,0.0,0.0
21007,0.0,0.0,0.0,0.0
21009,755.0,38.0,0.0,0.0
21011,0.0,0.0,0.0,0.0
21013,803.0,52.0,0.0,0.0
21015,0.0,0.0,0.0,0.0
21017,0.0,0.0,0.0,0.0
21019,737.0,44.0,0.0,0.0
21021,389.0,24.0,0.0,0.0
21023,0.0,0.0,0.0,0.0
21025,0.0,0.0,0.0,0.0
21027,0.0,0.0,0.0,0.0
21029,1656.0,79.0,0.0,0.0
21031,0.0,0.0,0.0,0.0
21033,0.0,0.0,0.0,0.0
21035,1069.0,35.0,0.0,0.0
21037,0.0,0.0,0.0,0.0
21039,0.0,0.0,0.0,0.0
21041,0.0,0.0,0.0,0.0
21043,355.0,20.0,1.0,0.0
21045,0.0,0.0,0.0,0.0
21047,0.0,0.0,0.0,0.0
21049,414.0,24.0,0.0,0.0
21051,0.0,0.0,0.0,0.0
21053,0.0,0.0,0.0,0.0
21055,0.0,0.0,0.0,0.0
21057,0.0,0.0,0.0,0.0
21059,1788.0,62.0,0.0,0.0
21061,0.0,0.0,0.0,0.0
21063,0.0,0.0,0.0,0.0
21065,0.0,0.0,0.0,0.0
21067,7633.0,343.0,0.0,27.0
21069,0.0,0.0,0.0,0.0
21071,467.0,27.0,0.0,0.0
21073,910.0,45.0,0.0,0.0
21075,0.0,0.0,0.0,0.0
21077,0.0,0.0,0.0,0.0
21079,0.0,0.0,0.0,0.0
21081,0.0,0.0,0.0,0.0
21083,977.0,138.0,0.0,0.0
21085,589.0,63.0,0.0,0.0
21087,0.0,0.0,0.0,0.0
21089,0.0,0.0,0.0,0.0
21091,0.0,0.0,0.0,0.0
21093,2261.0,139.0,0.0,0.0
21095,575.0,22.0,0.0,0.0
21097,0.0,0.0,0.0,0.0
21099,0.0,0.0,0.0,0.0
21101,1117.0,34.0,0.0,0.0
21103,0.0,0.0,0.0,0.0
21105,0.0,0.0,0.0,0.0
21107,1102.0,126.0,1.0,11.0
21109,0.0,0.0,0.0,0.0
21111,3040.0,478.0,1.0,47.0
21113,998.0,58.0,0.0,26.0
21115,0.0,0.0,0.0,0.0
21117,0.0,0.0,0.0,0.0
21119,0.0,0.0,0.0,0.0
21121,930.0,37.0,1.0,0.0
21123,0.0,0.0,0.0,0.0
21125,1617.0,111.0,0.0,0.0
21127,0.0,0.0,0.0,0.0
21129,0.0,0.0,0.0,0.0
21131,0.0,0.0,0.0,0.0
21133,317.0,13.0,0.0,0.0
21135,0.0,0.0,0.0,0.0
21137,206.0,12.0,0.0,0.0
21139,0.0,0.0,0.0,0.0
21141,0.0,0.0,0.0,0.0
21143,0.0,0.0,0.0,0.0
21145,979.0,68.0,0.0,0.0
21147,0.0,0.0,0.0,0.0
21149,0.0,0.0,0.0,0.0
21151,2301.0,63.0,0.0,0.0
21153,0.0,0.0,0.0,0.0
21155,0.0,0.0,0.0,0.0
21157,523.0,36.0,0.0,0.0
21159,0.0,0.0,0.0,0.0
21161,0.0,0.0,0.0,0.0
21163,458.0,34.0,0.0,0.0
21165,0.0,0.0,0.0,0.0
21167,244.0,17.0,0.0,0.0
21169,0.0,0.0,0.0,0.0
21171,0.0,0.0,0.0,0.0
21173,595.0,26.0,1.0,0.0
21175,0.0,0.0,0.0,0.0
21177,661.0,20.0,0.0,0.0
21179,1134.0,49.0,0.0,0.0
21181,0.0,0.0,0.0,0.0
21183,557.0,20.0,0.0,0.0
21185,1223.0,59.0,0.0,0.0
21187,0.0,0.0,0.0,0.0
21189,0.0,0.0,0.0,0.0
21191,0.0,0.0,0.0,0.0
21193,565.0,42.0,0.0,0.0
21195,862.0,37.0,0.0,0.0
21197,0.0,0.0,0.0,0.0
21199,1121.0,44.0,0.0,0.0
21201,0.0,0.0,0.0,0.0
21203,0.0,0.0,0.0,0.0
21205,378.0,11.0,0.0,0.0
21207,0.0,0.0,0.0,0.0
21209,975.0,22.0,0.0,0.0
21211,848.0,66.0,0.0,0.0
21213,0.0,0.0,0.0,0.0
21215,0.0,0.0,0.0,0.0
21217,588.0,18.0,0.0,0.0
21219,0.0,0.0,0.0,0.0
21221,0.0,0.0,0.0,0.0
21223,0.0,0.0,0.0,0.0
21225,0.0,0.0,0.0,0.0
21227,1314.0,132.0,1.0,11.0
21229,0.0,0.0,0.0,0.0
21231,319.0,13.0,0.0,0.0
21233,0.0,0.0,0.0,0.0
21235,900.0,59.0,0.0,0.0
21237,0.0,0.0,0.0,0.0
21239,452.0,25.0,0.0,0.0
22001,0.0,0.0,0.0,0.0
22003,0.0,0.0,0.0,0.0
22005,0.0,0.0,0.0,0.0
22007,0.0,0.0,0.0,0.0
22009,0.0,0.0,0.0,0.0
22011,0.0,0.0,0.0,0.0
22013,0.0,0.0,0.0,0.0
22015,0.0,0.0,0.0,0.0
22017,1813.0,166.0,53.0,0.0
22019,0.0,0.0,0.0,0.0
22021,0.0,0.0,0.0,0.0
22023,0.0,0.0,0.0,0.0
22025,0.0,0.0,0.0,0.0
22027,0.0,0.0,0.0,0.0
22029,0.0,0.0,0.0,0.0
22031,0.0,0.0,0.0,0.0
22033,1438.0,84.0,26.0,0.0
22035,0.0,0.0,0.0,0.0
22037,0.0,0.0,0.0,0.0
22039,0.0,0.0,0.0,0.0
22041,0.0,0.0,0.0,0.0
22043,0.0,0.0,0.0,0.0
22045,0.0,0.0,0.0,0.0
22047,0.0,0.0,0.0,0.0
22049,0.0,0.0,0.0,0.0
22051,1547.0,216.0,68.0,29.0
22053,0.0,0.0,0.0,0.0
22055,0.0,0.0,0.0,0.0
22057,0.0,0.0,0.0,0.0
22059,0.0,0.0,0.0,0.0
22061,0.0,0.0,0.0,0.0
22063,0.0,0.0,0.0,0.0
22065,0.0,0.0,0.0,0.0
22067,0.0,0.0,0.0,0.0
22069,0.0,0.0,0.0,0.0
22071,1932.0,450.0,186.0,66.0
22073,0.0,0.0,0.0,0.0
22075,0.0,0.0,0.0,0.0
22077,0.0,0.0,0.0,0.0
22079,0.0,0.0,0.0,0.0
22081,0.0,0.0,0.0,0.0
22083,0.0,0.0,0.0,0.0
22085,0.0,0.0,0.0,0.0
22087,0.0,0.0,0.0,0.0
22089,0.0,0.0,0.0,0.0
22091,0.0,0.0,0.0,0.0
22093,0.0,0.0,0.0,0.0
22095,0.0,0.0,0.0,0.0
22097,0.0,0.0,0.0,0.0
22099,0.0,0.0,0.0,0.0
22101,0.0,0.0,0.0,0.0
22103,0.0,0.0,0.0,0.0
22105,0.0,0.0,0.0,0.0
22107,0.0,0.0,0.0,0.0
22109,0.0,0.0,0.0,0.0
22111,0.0,0.0,0.0,0.0
22113,0.0,0.0,0.0,0.0
22115,0.0,0.0,0.0,0.0
22117,0.0,0.0,0.0,0.0
22119,0.0,0.0,0.0,0.0
22121,0.0,0.0,0.0,0.0
22123,0.0,0.0,0.0,0.0
22125,0.0,0.0,0.0,0.0
22127,0.0,0.0,0.0,0.0
23001,896.0,63.0,0.0,0.0
23003,31.0,3.0,0.0,0.0
23005,2729.0,206.0,0.0,15.0
23007,62.0,3.0,0.0,0.0
23009,62.0,3.0,0.0,0.0
23011,407.0,37.0,0.0,0.0
23013,0.0,0.0,0.0,0.0
23015,0.0,0.0,0.0,0.0
23017,170.0,4.0,0.0,0.0
23019,319.0,27.0,0.0,0.0
23021,0.0,0.0,0.0,0.0
23023,49.0,8.0,0.0,0.0
23025,223.0,18.0,0.0,0.0
23027,0.0,0.0,0.0,0.0
23029,0.0,0.0,0.0,0.0
23031,1476.0,108.0,0.0,0.0
24001,883.0,0.0,0.0,0.0
24003,6494.0,0.0,0.0,0.0
24005,16899.0,0.0,0.0,0.0
24009,1236.0,0.0,0.0,0.0
24011,541.0,0.0,0.0,0.0
24013,2125.0,0.0,0.0,0.0
24015,1279.0,0.0,0.0,0.0
24017,1027.0,0.0,0.0,0.0
24019,0.0,0.0,0.0,0.0
24021,4612.0,0.0,0.0,0.0
24023,0.0,0.0,0.0,0.0
24025,3243.0,0.0,0.0,0.0
24027,3442.0,0.0,0.0,0.0
24029,0.0,0.0,0.0,0.0
24031,22908.0,0.0,0.0,0.0
24033,26382.0,0.0,0.0,0.0
24035,818.0,0.0,0.0,0.0
24037,1257.0,0.0,0.0,0.0
24039,406.0,0.0,0.0,0.0
24041,0.0,0.0,0.0,0.0
24043,2277.0,0.0,0.0,0.0
24045,1253.0,0.0,0.0,0.0
24047,1156.0,0.0,0.0,0.0
24510,15953.0,0.0,0.0,0.0
25001,2461.0,229.0,30.0,169.0
25003,874.0,98.0,27.0,29.0
25005,13859.0,1125.0,105.0,782.0
25007,0.0,0.0,0.0,0.0
25009,25986.0,1733.0,205.0,1358.0
25011,529.0,72.0,21.0,56.0
25013,10924.0,1041.0,132.0,781.0
25015,1704.0,131.0,25.0,114.0
25017,36438.0,3027.0,388.0,2403.0
25019,0.0,0.0,0.0,0.0
25021,14232.0,1325.0,143.0,1031.0
25023,12683.0,996.0,82.0,796.0
25025,30554.0,2686.0,522.0,1154.0
25027,18625.0,1154.0,158.0,1216.0
26001,0.0,0.0,0.0,0.0
26003,0.0,0.0,0.0,0.0
26005,1555.0,81.0,0.0,0.0
26007,172.0,9.0,0.0,0.0
26009,159.0,5.0,0.0,0.0
26011,0.0,0.0,0.0,0.0
26013,0.0,0.0,0.0,0.0
26015,792.0,36.0,0.0,0.0
26017,1588.0,187.0,0.0,0.0
26019,0.0,0.0,0.0,0.0
26021,3129.0,304.0,0.0,24.0
26023,1705.0,91.0,0.0,0.0
26025,2988.0,222.0,0.0,17.0
26027,1057.0,49.0,0.0,0.0
26029,221.0,6.0,0.0,0.0
26031,169.0,14.0,0.0,0.0
26033,138.0,8.0,0.0,0.0
26035,294.0,32.0,0.0,0.0
26037,1238.0,53.0,0.0,0.0
26039,0.0,0.0,0.0,0.0
26041,1213.0,63.0,0.0,38.0
26043,744.0,12.0,0.0,0.0
26045,1351.0,127.0,0.0,0.0
26047,392.0,15.0,0.0,0.0
26049,5635.0,1023.0,0.0,187.0
26051,234.0,26.0,0.0,0.0
26053,0.0,0.0,0.0,0.0
26055,930.0,46.0,0.0,0.0
26057,505.0,39.0,0.0,0.0
26059,574.0,46.0,0.0,0.0
26061,865.0,31.0,0.0,0.0
26063,290.0,39.0,0.0,0.0
26065,4173.0,222.0,0.0,12.0
26067,1201.0,50.0,0.0,0.0
26069,294.0,18.0,0.0,0.0
26071,0.0,0.0,0.0,0.0
26073,1202.0,38.0,0.0,0.0
26075,2813.0,180.0,0.0,42.0
26077,4481.0,257.0,0.0,45.0
26079,0.0,0.0,0.0,0.0
26081,15968.0,746.0,0.0,65.0
26083,0.0,0.0,0.0,0.0
26085,0.0,0.0,0.0,0.0
26087,1224.0,118.0,0.0,0.0
26089,0.0,0.0,0.0,0.0
26091,1809.0,83.0,0.0,0.0
26093,2396.0,154.0,0.0,0.0
26095,0.0,0.0,0.0,0.0
26097,0.0,0.0,0.0,0.0
26099,3665.0,1436.0,0.0,507.0
26101,0.0,0.0,0.0,0.0
26103,1784.0,38.0,0.0,0.0
26105,279.0,20.0,0.0,0.0
26107,599.0,21.0,0.0,0.0
26109,660.0,32.0,0.0,0.0
26111,1238.0,76.0,0.0,0.0
26113,0.0,0.0,0.0,0.0
26115,2174.0,220.0,0.0,16.0
26117,710.0,52.0,0.0,0.0
26119,0.0,0.0,0.0,0.0
26121,1707.0,54.0,0.0,0.0
26123,723.0,64.0,0.0,0.0
26125,3661.0,1754.0,0.0,933.0
26127,682.0,49.0,0.0,0.0
26129,126.0,13.0,0.0,0.0
26131,0.0,0.0,0.0,0.0
26133,200.0,18.0,0.0,0.0
26135,0.0,0.0,0.0,0.0
26137,320.0,23.0,0.0,0.0
26139,5909.0,266.0,0.0,56.0
26141,0.0,0.0,0.0,0.0
26143,191.0,14.0,0.0,0.0
26145,4006.0,394.0,0.0,61.0
26147,1624.0,205.0,0.0,11.0
26149,1274.0,52.0,0.0,0.0
26151,233.0,24.0,0.0,0.0
26153,0.0,0.0,0.0,0.0
26155,835.0,65.0,0.0,0.0
26157,766.0,89.0,0.0,0.0
26159,1245.0,67.0,0.0,0.0
26161,5812.0,519.0,0.0,52.0
26163,18824.0,3066.0,0.0,975.0
26165,197.0,11.0,0.0,0.0
27001,0.0,0.0,0.0,0.0
27003,11407.0,862.0,189.0,127.0
27005,829.0,52.0,17.0,0.0
27007,1123.0,60.0,22.0,0.0
27009,1392.0,78.0,15.0,18.0
27011,0.0,0.0,0.0,0.0
27013,2304.0,88.0,14.0,0.0
27015,477.0,19.0,1.0,0.0
27017,700.0,36.0,11.0,0.0
27019,2186.0,89.0,17.0,0.0
27021,587.0,45.0,11.0,0.0
27023,0.0,0.0,0.0,0.0
27025,1529.0,61.0,16.0,0.0
27027,3011.0,133.0,55.0,0.0
27029,0.0,0.0,0.0,0.0
27031,0.0,0.0,0.0,0.0
27033,0.0,0.0,0.0,0.0
27035,1640.0,85.0,44.0,0.0
27037,11719.0,821.0,222.0,93.0
27039,442.0,13.0,1.0,0.0
27041,1026.0,40.0,9.0,16.0
27043,0.0,0.0,0.0,0.0
27045,313.0,18.0,3.0,0.0
27047,806.0,55.0,21.0,0.0
27049,827.0,46.0,14.0,0.0
27051,0.0,0.0,0.0,0.0
27053,40351.0,3585.0,887.0,915.0
27055,0.0,0.0,0.0,0.0
27057,570.0,39.0,12.0,0.0
27059,758.0,45.0,10.0,0.0
27061,953.0,76.0,19.0,0.0
27063,0.0,0.0,0.0,0.0
27065,0.0,0.0,0.0,0.0
27067,2031.0,107.0,24.0,0.0
27069,0.0,0.0,0.0,0.0
27071,0.0,0.0,0.0,0.0
27073,0.0,0.0,0.0,0.0
27075,0.0,0.0,0.0,0.0
27077,0.0,0.0,0.0,0.0
27079,747.0,45.0,12.0,0.0
27081,0.0,0.0,0.0,0.0
27083,1079.0,33.0,7.0,0.0
27085,721.0,33.0,10.0,0.0
27087,0.0,0.0,0.0,0.0
27089,0.0,0.0,0.0,0.0
27091,0.0,0.0,0.0,0.0
27093,439.0,23.0,6.0,0.0
27095,635.0,52.0,18.0,19.0
27097,1101.0,60.0,21.0,0.0
27099,1615.0,80.0,31.0,0.0
27101,0.0,0.0,0.0,0.0
27103,876.0,38.0,10.0,0.0
27105,2527.0,132.0,22.0,0.0
27107,0.0,0.0,0.0,0.0
27109,3818.0,219.0,56.0,0.0
27111,1217.0,69.0,17.0,0.0
27113,0.0,0.0,0.0,0.0
27115,712.0,32.0,7.0,0.0
27117,0.0,0.0,0.0,0.0
27119,1280.0,46.0,11.0,0.0
27121,0.0,0.0,0.0,0.0
27123,16721.0,1730.0,480.0,266.0
27125,0.0,0.0,0.0,0.0
27127,0.0,0.0,0.0,0.0
27129,0.0,0.0,0.0,0.0
27131,1959.0,94.0,25.0,12.0
27133,0.0,0.0,0.0,0.0
27135,0.0,0.0,0.0,0.0
27137,3877.0,233.0,58.0,70.0
27139,4313.0,253.0,52.0,0.0
27141,2383.0,133.0,43.0,0.0
27143,0.0,0.0,0.0,0.0
27145,7499.0,375.0,92.0,45.0
27147,892.0,35.0,7.0,0.0
27149,0.0,0.0,0.0,0.0
27151,0.0,0.0,0.0,0.0
27153,1095.0,60.0,17.0,0.0
27155,0.0,0.0,0.0,0.0
27157,455.0,28.0,3.0,0.0
27159,0.0,0.0,0.0,0.0
27161,0.0,0.0,0.0,0.0
27163,7780.0,440.0,124.0,38.0
27165,0.0,0.0,0.0,0.0
27167,0.0,0.0,0.0,0.0
27169,1525.0,19.0,9.0,0.0
27171,3473.0,184.0,33.0,0.0
27173,0.0,0.0,0.0,0.0
28001,0.0,0.0,0.0,0.0
28003,0.0,0.0,0.0,0.0
28005,0.0,0.0,0.0,0.0
28007,0.0,0.0,0.0,0.0
28009,0.0,0.0,0.0,0.0
28011,0.0,0.0,0.0,0.0
28013,0.0,0.0,0.0,0.0
28015,0.0,0.0,0.0,0.0
28017,0.0,0.0,0.0,0.0
28019,0.0,0.0,0.0,0.0
28021,0.0,0.0,0.0,0.0
28023,0.0,0.0,0.0,0.0
28025,0.0,0.0,0.0,0.0
28027,0.0,0.0,0.0,0.0
28029,0.0,0.0,0.0,0.0
28031,0.0,0.0,0.0,0.0
28033,1926.0,138.0,1.0,0.0
28035,1034.0,122.0,0.0,0.0
28037,0.0,0.0,0.0,0.0
28039,0.0,0.0,0.0,0.0
28041,0.0,0.0,0.0,0.0
28043,0.0,0.0,0.0,0.0
28045,0.0,0.0,0.0,0.0
28047,2975.0,109.0,1.0,0.0
28049,3591.0,428.0,1.0,13.0
28051,0.0,0.0,0.0,0.0
28053,0.0,0.0,0.0,0.0
28055,0.0,0.0,0.0,0.0
28057,0.0,0.0,0.0,0.0
28059,2400.0,116.0,0.0,0.0
28061,0.0,0.0,0.0,0.0
28063,0.0,0.0,0.0,0.0
28065,0.0,0.0,0.0,0.0
28067,1309.0,153.0,0.0,0.0
28069,0.0,0.0,0.0,0.0
