FIPS Code,Social Vulnerability Index (SVI),SVI Category,Percent adults fully vaccinated against COVID-19,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other
6085,0.36,Low Vulnerability,0.216,0.2547,0.0017,0.3628,0.0235,0.0032,0.3154,0.03870000000000007
6087,0.54,Moderate Vulnerability,0.244,0.3357,0.0015,0.0456,0.0091,0.0007,0.5727,0.03469999999999995
6089,0.7,High Vulnerability,0.144,0.1003,0.0218,0.0321,0.0113,0.0014,0.798,0.03509999999999991
6091,0.05,Very Low Vulnerability,,0.1066,0.0095,0.0,0.0007,0.0,0.8757,0.007499999999999951
6093,0.72,High Vulnerability,0.215,0.1258,0.032,0.016,0.0157,0.0029,0.761,0.046599999999999975
6095,0.59,Moderate Vulnerability,0.188,0.2645,0.0028,0.1499,0.135,0.0089,0.3804,0.058499999999999996
6097,0.4,Moderate Vulnerability,0.27,0.2673,0.0047,0.0402,0.0148,0.003,0.6323,0.03770000000000007
6099,0.87,Very High Vulnerability,0.166,0.4626,0.0046,0.0539,0.0282,0.0067,0.4186,0.025399999999999867
6101,0.88,Very High Vulnerability,0.199,0.3095,0.0065,0.1552,0.0175,0.0039,0.4621,0.045299999999999896
6103,0.96,Very High Vulnerability,0.125,0.2497,0.0139,0.0151,0.0074,0.0002,0.6834,0.030299999999999994
6105,0.74,High Vulnerability,,0.073,0.055,0.0165,0.01,0.0022,0.821,0.022299999999999986
6107,0.94,Very High Vulnerability,0.161,0.6457,0.006,0.0324,0.0125,0.0014,0.2852,0.016800000000000037
6109,0.47,Moderate Vulnerability,0.256,0.1224,0.0141,0.0135,0.0175,0.0023,0.8019,0.028300000000000103
6111,0.48,Moderate Vulnerability,0.215,0.4268,0.0024,0.0717,0.0169,0.0017,0.4542,0.02629999999999999
6113,0.68,High Vulnerability,0.224,0.3161,0.0031,0.1387,0.0243,0.0041,0.4668,0.04690000000000005
6115,0.94,Very High Vulnerability,0.139,0.2824,0.0078,0.0665,0.0334,0.0039,0.5519,0.05410000000000004
8001,0.59,Moderate Vulnerability,0.076,0.4003,0.0045,0.0387,0.032,0.0011,0.5002,0.0232
8003,0.95,Very High Vulnerability,0.107,0.4677,0.0191,0.0097,0.0049,0.0037,0.4763,0.01859999999999995
8005,0.27,Low Vulnerability,0.089,0.1923,0.0038,0.0594,0.1049,0.0022,0.6028,0.034599999999999964
8007,0.26,Low Vulnerability,0.123,0.1837,0.0113,0.0095,0.014,0.0011,0.7633,0.017100000000000004
8009,0.61,High Vulnerability,0.078,0.1095,0.016,0.0,0.0095,0.0008,0.8484,0.015799999999999925
8011,0.9,Very High Vulnerability,0.033,0.3205,0.0041,0.0021,0.0365,0.0,0.6337,0.0030999999999999917
8013,0.17,Very Low Vulnerability,0.11,0.1387,0.0028,0.0471,0.0084,0.0006,0.7757,0.026700000000000057
8014,0.05,Very Low Vulnerability,0.115,0.1238,0.0034,0.065,0.0114,0.0,0.7677,0.028699999999999948
8015,0.24,Low Vulnerability,0.118,0.1004,0.004,0.0142,0.0169,0.0,0.8493,0.01519999999999988
8017,0.26,Low Vulnerability,0.059,0.1708,0.0,0.0217,0.001,0.002,0.7779,0.026599999999999957
8019,0.02,Very Low Vulnerability,0.084,0.0697,0.0011,0.0096,0.0108,0.0015,0.887,0.020299999999999985
8021,0.93,Very High Vulnerability,0.148,0.5245,0.0089,0.0016,0.0049,0.0033,0.4456,0.011199999999999988
8023,0.94,Very High Vulnerability,0.17,0.6187,0.004,0.0128,0.0037,0.0,0.3338,0.026999999999999913
8025,0.89,Very High Vulnerability,0.033,0.3186,0.0115,0.0054,0.0353,0.0,0.6152,0.014000000000000012
8027,0.24,Low Vulnerability,0.055,0.0921,0.0092,0.0,0.0289,0.0,0.8515,0.018299999999999983
8029,0.69,High Vulnerability,0.093,0.1521,0.0071,0.0086,0.0058,0.0,0.8133,0.0131
8031,0.42,Moderate Vulnerability,0.082,0.299,0.0045,0.0365,0.0889,0.0013,0.5417,0.028100000000000014
8033,0.15,Very Low Vulnerability,0.123,0.0705,0.0167,0.0,0.0,0.0,0.8977,0.015099999999999891
8035,0.01,Very Low Vulnerability,0.109,0.0869,0.0025,0.0473,0.0133,0.0007,0.8223,0.026999999999999913
8037,0.14,Very Low Vulnerability,0.163,0.2959,0.002,0.0065,0.0112,0.0006,0.672,0.011800000000000033
8039,0.0,Very Low Vulnerability,0.076,0.07,0.0062,0.0082,0.004,0.0004,0.8852,0.026000000000000023
8041,0.39,Low Vulnerability,0.123,0.171,0.0035,0.0275,0.0599,0.0035,0.691,0.04360000000000008
8043,0.65,High Vulnerability,0.087,0.1329,0.0116,0.0066,0.0443,0.0001,0.7909,0.013599999999999945
8045,0.35,Low Vulnerability,0.058,0.2843,0.0039,0.009,0.0048,0.0004,0.6814,0.016199999999999992
8047,0.0,Very Low Vulnerability,0.067,0.0836,0.0203,0.0,0.0033,0.0,0.8529,0.03990000000000005
8049,0.1,Very Low Vulnerability,0.088,0.0882,0.0,0.0139,0.0103,0.0011,0.8729,0.013599999999999945
8051,0.14,Very Low Vulnerability,0.108,0.0942,0.0091,0.0034,0.004,0.0021,0.8694,0.017800000000000038
8053,0.06,Very Low Vulnerability,0.128,0.0572,0.0175,0.0047,0.0,0.0,0.8996,0.02100000000000002
8055,0.6,Moderate Vulnerability,0.124,0.3429,0.0057,0.0,0.0015,0.0,0.6113,0.03860000000000008
8057,0.11,Very Low Vulnerability,0.087,0.1745,0.0,0.0,0.0,0.0,0.8216,0.0039000000000000146
8059,0.06,Very Low Vulnerability,0.114,0.1537,0.0044,0.0278,0.0107,0.0005,0.7812,0.021700000000000053
8061,0.32,Low Vulnerability,0.068,0.0484,0.0,0.0,0.004,0.0,0.9167,0.03090000000000004
8063,0.52,Moderate Vulnerability,0.086,0.1908,0.0039,0.0019,0.025,0.0026,0.7696,0.006200000000000094
8065,0.45,Moderate Vulnerability,0.087,0.3236,0.0129,0.0084,0.0012,0.0004,0.6384,0.015100000000000002
8067,0.11,Very Low Vulnerability,0.193,0.1278,0.0554,0.007,0.0044,0.0001,0.7855,0.01980000000000004
8069,0.12,Very Low Vulnerability,0.107,0.1151,0.005,0.0216,0.0093,0.0008,0.8259,0.022299999999999986
8071,0.84,Very High Vulnerability,0.111,0.415,0.0168,0.0096,0.0075,0.0,0.5289,0.022199999999999998
8073,0.49,Moderate Vulnerability,0.097,0.2254,0.0079,0.0041,0.0809,0.0023,0.6711,0.008299999999999974
8075,0.63,High Vulnerability,0.063,0.1675,0.0076,0.0083,0.0083,0.0094,0.762,0.03689999999999993
8077,0.58,Moderate Vulnerability,0.153,0.1454,0.0067,0.0093,0.0059,0.0011,0.8138,0.017800000000000038
8079,0.03,Very Low Vulnerability,0.142,0.0959,0.0,0.0049,0.0097,0.0,0.8641,0.025399999999999978
8081,0.55,Moderate Vulnerability,0.046,0.1557,0.0054,0.0014,0.0099,0.0,0.8032,0.024399999999999977
8083,0.49,Moderate Vulnerability,0.181,0.1252,0.1205,0.0075,0.0024,0.0007,0.7243,0.019399999999999973
8085,0.72,High Vulnerability,0.199,0.2062,0.0078,0.0083,0.0028,0.0027,0.7605,0.011700000000000044
8087,0.74,High Vulnerability,0.091,0.3614,0.0019,0.0053,0.0364,0.0018,0.5819,0.011299999999999977
8089,0.96,Very High Vulnerability,0.091,0.4189,0.0038,0.0087,0.0062,0.0007,0.5312,0.03049999999999997
8091,0.02,Very Low Vulnerability,0.234,0.0202,0.0033,0.0073,0.0031,0.0006,0.957,0.008500000000000063
8093,0.0,Very Low Vulnerability,0.096,0.0611,0.0029,0.0056,0.0015,0.0013,0.8895,0.03810000000000002
8095,0.3,Low Vulnerability,0.065,0.2394,0.0,0.0051,0.0012,0.0,0.7408,0.013499999999999956
8097,0.07,Very Low Vulnerability,0.093,0.1009,0.0,0.0221,0.0092,0.0,0.8533,0.014500000000000068
8099,0.94,Very High Vulnerability,0.077,0.3804,0.0039,0.0058,0.0079,0.0,0.5889,0.0131
8101,0.87,Very High Vulnerability,0.101,0.4299,0.0072,0.0063,0.0159,0.0007,0.5206,0.019400000000000084
8103,0.34,Low Vulnerability,0.074,0.1026,0.0114,0.0013,0.0047,0.0,0.8465,0.033499999999999974
8105,0.96,Very High Vulnerability,0.146,0.4441,0.0126,0.0007,0.0055,0.001,0.5207,0.01539999999999997
8107,0.06,Very Low Vulnerability,0.158,0.0695,0.0036,0.0114,0.0093,0.0002,0.8972,0.008799999999999919
8109,0.81,Very High Vulnerability,0.052,0.3632,0.0161,0.0,0.005,0.0,0.5859,0.02980000000000005
8111,0.13,Very Low Vulnerability,0.075,0.0849,0.0102,0.0,0.0,0.0,0.8879,0.017000000000000015
8113,0.03,Very Low Vulnerability,0.171,0.1067,0.0062,0.0168,0.0001,0.0,0.8584,0.011799999999999922
8115,0.69,High Vulnerability,0.107,0.1344,0.0013,0.0095,0.0082,0.0,0.8445,0.0020999999999999908
8117,0.07,Very Low Vulnerability,0.122,0.143,0.0035,0.0058,0.0102,0.0018,0.8213,0.014399999999999968
8119,0.07,Very Low Vulnerability,0.095,0.0658,0.0039,0.0079,0.0085,0.0003,0.8875,0.026100000000000012
8121,0.28,Low Vulnerability,0.059,0.1002,0.0012,0.006,0.0097,0.0002,0.8694,0.01330000000000009
8123,0.4,Low Vulnerability,0.081,0.2945,0.0031,0.0153,0.0114,0.0009,0.656,0.018799999999999928
8125,0.56,Moderate Vulnerability,0.061,0.2342,0.0056,0.0,0.0047,0.0,0.7471,0.008399999999999963
9001,0.45,Moderate Vulnerability,0.221,0.197,0.0012,0.0528,0.1062,0.0004,0.6174,0.025000000000000022
9003,0.51,Moderate Vulnerability,0.248,0.1803,0.0017,0.0532,0.1294,0.0002,0.6106,0.024599999999999955
9005,0.08,Very Low Vulnerability,0.255,0.0628,0.0023,0.0189,0.0148,0.0,0.8842,0.017000000000000015
9007,0.12,Very Low Vulnerability,0.305,0.0619,0.0008,0.0304,0.0494,0.0,0.839,0.018500000000000072
9009,0.52,Moderate Vulnerability,0.259,0.1811,0.001,0.04,0.1249,0.0001,0.6289,0.02400000000000002
9011,0.36,Low Vulnerability,0.283,0.1055,0.0054,0.0409,0.0519,0.0003,0.7566,0.03939999999999999
9013,0.07,Very Low Vulnerability,0.22,0.0552,0.0005,0.0487,0.0293,0.0,0.8461,0.020199999999999996
9015,0.42,Moderate Vulnerability,0.222,0.118,0.0009,0.0137,0.0176,0.0002,0.827,0.022600000000000064
10001,0.73,High Vulnerability,0.167,0.0707,0.0052,0.0199,0.251,0.0005,0.6159,0.036799999999999944
10003,0.38,Low Vulnerability,0.179,0.0994,0.0022,0.0547,0.2455,0.0003,0.5744,0.023499999999999965
10005,0.4,Moderate Vulnerability,0.255,0.0917,0.0032,0.0122,0.1181,0.0003,0.7496,0.024899999999999922
11001,0.6,Moderate Vulnerability,0.155,0.11,0.002,0.0393,0.4544,0.0004,0.3658,0.028100000000000014
12001,0.47,Moderate Vulnerability,0.241,0.0989,0.0032,0.0606,0.1983,0.0006,0.6105,0.027900000000000036
12003,0.68,High Vulnerability,0.122,0.0256,0.0051,0.0061,0.1332,0.0004,0.8108,0.01880000000000004
12005,0.61,High Vulnerability,0.178,0.0649,0.0028,0.0232,0.1083,0.001,0.7612,0.03859999999999997
12007,0.93,Very High Vulnerability,0.132,0.0416,0.0036,0.0061,0.2016,0.0,0.7354,0.011699999999999933
12009,0.37,Low Vulnerability,0.187,0.1029,0.0027,0.0233,0.0928,0.0009,0.7444,0.03300000000000003
12011,0.58,Moderate Vulnerability,0.183,0.2981,0.0017,0.0351,0.2757,0.0005,0.3628,0.026100000000000012
12013,0.84,Very High Vulnerability,0.16,0.0575,0.0107,0.0011,0.1299,0.0,0.7715,0.029300000000000104
12015,0.49,Moderate Vulnerability,0.235,0.0728,0.0028,0.0129,0.0535,0.0007,0.8391,0.018199999999999994
12017,0.6,High Vulnerability,0.227,0.0569,0.0023,0.0171,0.028,0.0003,0.88,0.01539999999999997
12019,0.38,Low Vulnerability,0.162,0.0993,0.0011,0.0276,0.1028,0.0005,0.7274,0.04129999999999989
12021,0.46,Moderate Vulnerability,0.251,0.2792,0.0017,0.0129,0.0668,0.0,0.6283,0.011099999999999999
12023,0.86,Very High Vulnerability,0.162,0.063,0.0021,0.0106,0.1779,0.0,0.7227,0.023700000000000054
12027,0.96,Very High Vulnerability,0.117,0.3157,0.0008,0.0022,0.1251,0.0011,0.5476,0.007500000000000062
12029,0.9,Very High Vulnerability,0.137,0.0406,0.0001,0.0023,0.0876,0.0004,0.8408,0.028200000000000003
12031,0.69,High Vulnerability,0.203,0.0974,0.0021,0.0457,0.2916,0.0006,0.5288,0.03379999999999994
12033,0.49,Moderate Vulnerability,0.189,0.0568,0.0038,0.0287,0.2175,0.0013,0.6434,0.04849999999999999
12035,0.28,Low Vulnerability,0.245,0.1043,0.0028,0.0257,0.0991,0.0009,0.7466,0.02059999999999995
12037,0.81,Very High Vulnerability,0.223,0.0545,0.0,0.0035,0.1378,0.0036,0.7711,0.02949999999999997
12039,0.99,Very High Vulnerability,0.214,0.104,0.001,0.0018,0.5578,0.0004,0.3232,0.011800000000000033
12041,0.76,High Vulnerability,0.129,0.0584,0.0003,0.0022,0.0568,0.0001,0.8622,0.020000000000000018
12043,0.9,Very High Vulnerability,0.096,0.2126,0.0384,0.008,0.1296,0.0,0.5974,0.014000000000000012
12045,0.59,Moderate Vulnerability,0.218,0.0441,0.0039,0.0055,0.1658,0.0,0.7631,0.01760000000000006
12047,0.99,Very High Vulnerability,0.141,0.0943,0.006,0.0014,0.3365,0.0,0.5471,0.014699999999999935
12049,0.98,Very High Vulnerability,0.101,0.436,0.0006,0.0086,0.0744,0.0015,0.4706,0.008300000000000085
12051,0.99,Very High Vulnerability,0.101,0.5374,0.0137,0.0087,0.1101,0.0,0.3204,0.009699999999999931
12053,0.55,Moderate Vulnerability,0.189,0.1351,0.003,0.0118,0.0489,0.0003,0.7755,0.02540000000000009
12055,0.87,Very High Vulnerability,0.144,0.2008,0.0018,0.014,0.094,0.0,0.6709,0.01849999999999996
12057,0.67,High Vulnerability,0.153,0.2867,0.0017,0.04,0.1559,0.0006,0.4879,0.027200000000000113
12059,0.93,Very High Vulnerability,0.127,0.0281,0.0137,0.0059,0.0687,0.0031,0.8667,0.013799999999999923
12061,0.4,Low Vulnerability,0.274,0.1238,0.0011,0.013,0.0882,0.0004,0.7529,0.02059999999999995
12063,0.96,Very High Vulnerability,0.183,0.0486,0.0065,0.0029,0.2651,0.0016,0.6532,0.02210000000000001
12065,0.57,Moderate Vulnerability,0.306,0.0412,0.005,0.0028,0.3435,0.0,0.5961,0.011400000000000077
12067,0.98,Very High Vulnerability,0.172,0.1575,0.0015,0.0,0.159,0.0032,0.662,0.016799999999999926
12069,0.6,High Vulnerability,0.235,0.156,0.0039,0.0197,0.1016,0.0003,0.697,0.021500000000000075
12071,0.55,Moderate Vulnerability,0.189,0.2138,0.0017,0.016,0.0815,0.0004,0.6719,0.014699999999999935
12073,0.49,Moderate Vulnerability,0.198,0.0641,0.0017,0.0349,0.3057,0.0002,0.5652,0.028200000000000003
12075,0.78,High Vulnerability,0.153,0.0839,0.0009,0.0086,0.0867,0.0,0.7975,0.022399999999999975
12077,0.83,Very High Vulnerability,0.141,0.047,0.0123,0.0024,0.156,0.0,0.7625,0.01980000000000004
12079,0.96,Very High Vulnerability,0.188,0.0551,0.0034,0.0088,0.3821,0.0003,0.5443,0.006000000000000005
12081,0.52,Moderate Vulnerability,0.172,0.1641,0.002,0.0205,0.0851,0.0003,0.7118,0.016199999999999992
12083,0.75,High Vulnerability,0.206,0.132,0.0026,0.0143,0.1248,0.0004,0.7033,0.022599999999999953
12085,0.4,Low Vulnerability,0.263,0.1362,0.0023,0.0137,0.053,0.0007,0.7826,0.011500000000000066
12086,0.82,Very High Vulnerability,0.18,0.6849,0.0008,0.0151,0.1579,0.0002,0.1319,0.009199999999999986
12087,0.46,Moderate Vulnerability,0.212,0.2433,0.0007,0.013,0.067,0.0015,0.6626,0.011900000000000022
12089,0.25,Low Vulnerability,0.266,0.0431,0.0048,0.0102,0.0597,0.0,0.8707,0.011499999999999955
12091,0.39,Low Vulnerability,0.201,0.0926,0.0019,0.0295,0.0949,0.0009,0.7362,0.04400000000000004
12093,0.95,Very High Vulnerability,0.151,0.2551,0.0046,0.0096,0.0769,0.0026,0.632,0.019200000000000106
12095,0.67,High Vulnerability,0.147,0.3164,0.0012,0.0507,0.1979,0.0006,0.4002,0.03299999999999992
12097,0.82,Very High Vulnerability,0.14,0.5411,0.0022,0.0263,0.0927,0.0007,0.3168,0.020199999999999996
12099,0.56,Moderate Vulnerability,0.227,0.2238,0.0008,0.0265,0.182,0.0002,0.5457,0.02100000000000013
12101,0.63,High Vulnerability,0.17,0.1522,0.003,0.0254,0.0538,0.0006,0.7455,0.019499999999999962
12103,0.52,Moderate Vulnerability,0.207,0.097,0.0022,0.0333,0.0994,0.0009,0.7399,0.02729999999999999
12105,0.9,Very High Vulnerability,0.139,0.2253,0.0028,0.0173,0.1468,0.0003,0.5888,0.01869999999999994
12107,0.95,Very High Vulnerability,0.138,0.0999,0.0039,0.0061,0.1601,0.0001,0.7149,0.015000000000000013
12109,0.08,Very Low Vulnerability,0.295,0.0695,0.0029,0.0264,0.0521,0.0008,0.8263,0.02200000000000002
12111,0.72,High Vulnerability,0.197,0.1897,0.003,0.02,0.1933,0.0008,0.5733,0.019899999999999918
12113,0.31,Low Vulnerability,0.17,0.0557,0.0043,0.0194,0.0606,0.0016,0.8237,0.03469999999999995
12115,0.25,Low Vulnerability,0.244,0.0918,0.0011,0.0166,0.0432,0.0002,0.8305,0.016599999999999948
12117,0.18,Very Low Vulnerability,0.169,0.2139,0.0018,0.0448,0.1096,0.0004,0.6032,0.02629999999999999
12119,0.24,Low Vulnerability,0.435,0.0574,0.0033,0.0084,0.0675,0.0008,0.8497,0.012900000000000023
12121,0.94,Very High Vulnerability,0.16,0.0932,0.0009,0.0011,0.1273,0.0,0.7551,0.022399999999999975
12123,0.9,Very High Vulnerability,0.152,0.0645,0.0032,0.0034,0.1987,0.0,0.7206,0.009600000000000053
12125,0.84,Very High Vulnerability,0.111,0.0563,0.0076,0.0061,0.2174,0.0,0.6951,0.01749999999999996
12127,0.53,Moderate Vulnerability,0.2,0.1391,0.0029,0.0175,0.1042,0.0003,0.7167,0.019299999999999873
12129,0.4,Moderate Vulnerability,0.184,0.0373,0.002,0.0052,0.1495,0.0,0.7963,0.009700000000000042
12131,0.58,Moderate Vulnerability,0.179,0.0623,0.0044,0.0101,0.0461,0.0,0.8427,0.034399999999999986
12133,0.89,Very High Vulnerability,0.116,0.0369,0.0135,0.0067,0.1497,0.0042,0.7741,0.014900000000000024
13001,0.97,Very High Vulnerability,0.026,0.0992,0.0051,0.004,0.1928,0.0,0.6912,0.007699999999999929
13003,0.96,Very High Vulnerability,0.016,0.2488,0.0098,0.0,0.1741,0.0,0.5652,0.0020999999999999908
13005,0.94,Very High Vulnerability,0.018,0.0826,0.0,0.0017,0.1519,0.0023,0.7351,0.02639999999999998
13007,0.74,High Vulnerability,0.148,0.0549,0.0003,0.0307,0.3962,0.0067,0.5064,0.0048000000000001375
13009,0.87,Very High Vulnerability,0.019,0.0226,0.0023,0.0175,0.4211,0.0,0.5238,0.012699999999999934
13011,0.56,Moderate Vulnerability,0.029,0.0689,0.0053,0.0112,0.026,0.0,0.878,0.010599999999999943
13013,0.42,Moderate Vulnerability,0.038,0.109,0.0015,0.0366,0.117,0.0001,0.7134,0.022399999999999975
13015,0.59,Moderate Vulnerability,0.03,0.0863,0.0019,0.0089,0.1032,0.0,0.7748,0.024899999999999922
13017,0.87,Very High Vulnerability,0.03,0.0611,0.0,0.0069,0.3661,0.0,0.5584,0.007500000000000062
13019,0.85,Very High Vulnerability,0.075,0.0507,0.0009,0.0111,0.106,0.0,0.8182,0.01309999999999989
13021,0.92,Very High Vulnerability,0.071,0.0325,0.0016,0.0202,0.5429,0.0005,0.3832,0.019100000000000006
13023,0.74,High Vulnerability,0.018,0.0296,0.0009,0.0024,0.2733,0.0,0.6856,0.008199999999999985
13025,0.62,High Vulnerability,0.033,0.0223,0.0021,0.0107,0.033,0.0,0.9216,0.010299999999999976
13027,0.84,Very High Vulnerability,0.15,0.059,0.0,0.0042,0.3584,0.0005,0.5647,0.0132000000000001
13029,0.34,Low Vulnerability,0.141,0.0708,0.0043,0.0141,0.1385,0.0,0.7305,0.04179999999999995
13031,0.81,Very High Vulnerability,0.108,0.0399,0.0033,0.0127,0.2776,0.0026,0.6348,0.029099999999999904
13033,0.85,Very High Vulnerability,0.139,0.0323,0.0,0.0032,0.4806,0.0,0.4727,0.011199999999999988
13035,0.77,High Vulnerability,0.023,0.0325,0.0,0.0042,0.2892,0.0,0.6603,0.013800000000000034
13037,0.98,Very High Vulnerability,0.054,0.0474,0.0,0.0058,0.6031,0.0,0.3262,0.01750000000000007
13039,0.52,Moderate Vulnerability,0.189,0.0673,0.0052,0.0192,0.1864,0.0011,0.698,0.022800000000000042
13043,0.98,Very High Vulnerability,0.041,0.1177,0.0,0.0019,0.2513,0.0,0.6064,0.022699999999999942
13045,0.78,High Vulnerability,0.064,0.0689,0.0043,0.0077,0.1903,0.0009,0.7025,0.025399999999999978
13047,0.13,Very Low Vulnerability,0.032,0.0302,0.0036,0.0132,0.0205,0.0005,0.9095,0.022499999999999964
13049,0.88,Very High Vulnerability,0.017,0.0837,0.0178,0.0074,0.2588,0.0,0.6114,0.02089999999999992
13051,0.69,High Vulnerability,0.205,0.064,0.0023,0.0255,0.3943,0.0011,0.485,0.027800000000000047
13053,0.64,High Vulnerability,0.912,0.1586,0.0028,0.0289,0.1988,0.0014,0.5758,0.03370000000000006
13055,0.93,Very High Vulnerability,0.022,0.0515,0.0014,0.0017,0.103,0.0,0.8277,0.014700000000000046
13057,0.12,Very Low Vulnerability,0.101,0.1052,0.0004,0.018,0.0671,0.0003,0.7872,0.02180000000000004
13059,0.77,High Vulnerability,0.089,0.108,0.0005,0.0387,0.2767,0.0004,0.5502,0.025499999999999967
13061,0.93,Very High Vulnerability,0.089,0.0037,0.0,0.0102,0.6239,0.0,0.3541,0.008099999999999996
13063,0.91,Very High Vulnerability,0.03,0.1322,0.0016,0.0512,0.6833,0.0006,0.1007,0.03039999999999987
13065,0.98,Very High Vulnerability,0.126,0.0419,0.0003,0.0,0.2842,0.0,0.6512,0.022399999999999975
13067,0.27,Low Vulnerability,0.11,0.1298,0.0015,0.0528,0.2672,0.0004,0.5191,0.029200000000000004
13069,0.95,Very High Vulnerability,0.101,0.117,0.0004,0.0079,0.2843,0.0,0.5813,0.009099999999999997
13071,0.98,Very High Vulnerability,0.035,0.1921,0.0044,0.0083,0.2316,0.0001,0.5588,0.0047000000000000375
13073,0.13,Very Low Vulnerability,0.099,0.067,0.0014,0.0376,0.1659,0.0,0.6867,0.04139999999999999
13075,0.85,Very High Vulnerability,0.177,0.0578,0.0029,0.0072,0.2692,0.0,0.6471,0.015800000000000036
13077,0.24,Low Vulnerability,0.077,0.0701,0.0024,0.0207,0.1767,0.0002,0.71,0.01990000000000003
13079,0.68,High Vulnerability,0.056,0.033,0.001,0.0015,0.2197,0.0,0.7327,0.0121
13081,0.99,Very High Vulnerability,0.048,0.0344,0.0,0.0019,0.4554,0.0011,0.4988,0.008399999999999963
13083,0.52,Moderate Vulnerability,0.046,0.0228,0.0,0.0107,0.0065,0.0004,0.9333,0.02629999999999999
13085,0.1,Very Low Vulnerability,0.015,0.047,0.0009,0.0059,0.0105,0.0,0.921,0.014699999999999935
13087,0.95,Very High Vulnerability,0.156,0.0608,0.0011,0.0025,0.4205,0.0,0.5021,0.013000000000000012
13089,0.66,High Vulnerability,0.082,0.0853,0.0021,0.0604,0.5344,0.0004,0.2913,0.026100000000000012
13091,0.92,Very High Vulnerability,0.021,0.0353,0.0001,0.0033,0.2874,0.0,0.6474,0.026499999999999968
13093,0.95,Very High Vulnerability,0.05,0.0694,0.0004,0.0001,0.4908,0.0,0.4259,0.013400000000000079
13095,0.95,Very High Vulnerability,0.032,0.0286,0.002,0.0096,0.6939,0.0001,0.2523,0.013500000000000068
13097,0.54,Moderate Vulnerability,0.065,0.0966,0.0007,0.0159,0.4593,0.0002,0.4052,0.02210000000000001
13099,0.92,Very High Vulnerability,0.045,0.0081,0.0029,0.0055,0.522,0.0,0.4522,0.009300000000000086
13101,0.66,High Vulnerability,0.034,0.2728,0.0219,0.0,0.0198,0.0,0.6631,0.022399999999999975
13103,0.24,Low Vulnerability,0.082,0.0444,0.0018,0.0088,0.1316,0.0005,0.7828,0.030100000000000016
13105,0.83,Very High Vulnerability,0.064,0.057,0.0,0.0043,0.296,0.0,0.6351,0.007600000000000051
13107,0.98,Very High Vulnerability,0.108,0.045,0.0024,0.0015,0.3387,0.0,0.5927,0.01970000000000005
13109,0.98,Very High Vulnerability,0.068,0.1172,0.0014,0.0091,0.2964,0.0,0.5626,0.013299999999999979
13111,0.3,Low Vulnerability,0.067,0.0236,0.0011,0.0037,0.0025,0.0011,0.9489,0.019100000000000006
13113,0.06,Very Low Vulnerability,0.112,0.0723,0.0009,0.044,0.2251,0.0013,0.622,0.034399999999999986
13115,0.89,Very High Vulnerability,0.018,0.1107,0.0015,0.0127,0.1387,0.0,0.7076,0.028799999999999937
13117,0.04,Very Low Vulnerability,0.047,0.095,0.0017,0.1291,0.0332,0.0002,0.717,0.023800000000000043
13119,0.85,Very High Vulnerability,0.015,0.0459,0.0008,0.0094,0.0931,0.0,0.8346,0.016199999999999992
13121,0.53,Moderate Vulnerability,0.073,0.0722,0.0016,0.0703,0.4361,0.0002,0.3964,0.0232
13123,0.56,Moderate Vulnerability,0.028,0.1158,0.0027,0.0045,0.0041,0.0001,0.8587,0.014100000000000001
13125,0.69,High Vulnerability,0.046,0.0123,0.003,0.0,0.1021,0.0003,0.8738,0.008499999999999952
13127,0.72,High Vulnerability,0.258,0.0662,0.0035,0.0127,0.2607,0.0012,0.6356,0.020100000000000007
13129,0.88,Very High Vulnerability,0.007,0.1584,0.0001,0.0102,0.0374,0.0007,0.7752,0.018000000000000016
13131,0.93,Very High Vulnerability,0.042,0.1146,0.0051,0.0056,0.2887,0.0,0.5797,0.006299999999999972
13133,0.54,Moderate Vulnerability,0.201,0.0605,0.0,0.0114,0.35,0.0002,0.5752,0.0027000000000000357
13135,0.43,Moderate Vulnerability,0.064,0.2117,0.0017,0.116,0.2702,0.0002,0.3729,0.02729999999999999
13137,0.71,High Vulnerability,0.046,0.1479,0.0009,0.0194,0.0319,0.0018,0.7729,0.0252
