Social Vulnerability Index (SVI),SVI Category,Percent adults fully vaccinated against COVID-19,STNAME,CTYNAME,POPESTIMATE2019,TOT_MALE,TOT_FEMALE,0 - 17 years,18 - 49 years,50 - 64 years,65 + years,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other,Latitude,Longitude
,,,Alaska,Northwest Arctic Borough,7621.0,4099.0,3522.0,2964.0,2920.0,1180.0,557.0,0.0145,0.8207,0.01,0.0108,0.001,0.1077,-0.3039999999999998,63.631126,-151.631889
,,,Alaska,Petersburg Borough,3266.0,1696.0,1570.0,731.0,1162.0,703.0,670.0,0.11699999999999999,0.0731,0.0457,0.0101,0.0058,0.6549,0.1683,63.631126,-151.631889
,,,Alaska,Prince of Wales-Hyder Census Area,6203.0,3406.0,2797.0,1527.0,2099.0,1452.0,1125.0,0.0386,0.3849,0.0142,0.0045,0.0062,0.4526,0.2026000000000001,63.631126,-151.631889
,,,Alaska,Sitka City and Borough,8493.0,4329.0,4164.0,1951.0,3448.0,1730.0,1364.0,0.0676,0.12300000000000001,0.0666,0.0071,0.0009,0.6157,0.1848,63.631126,-151.631889
,,,Alaska,Skagway Municipality,1183.0,620.0,563.0,192.0,564.0,240.0,187.0,0.0569,0.0506,0.0081,0.0334,0.0,0.8211,0.2480000000000001,63.631126,-151.631889
,,,Alaska,Southeast Fairbanks Census Area,6893.0,3793.0,3100.0,1861.0,2545.0,1409.0,1078.0,0.0606,0.1387,0.0266,0.0032,0.0006,0.7366,0.5783,63.631126,-151.631889
,,,Alaska,Valdez-Cordova Census Area,9202.0,4879.0,4323.0,2342.0,3412.0,2120.0,1328.0,0.0524,0.1389,0.0407,0.0038,0.0063,0.6931,0.4399000000000001,63.631126,-151.631889
,,,Alaska,Wrangell City and Borough,2502.0,1301.0,1201.0,533.0,737.0,618.0,614.0,0.0504,0.2218,0.0072,0.0004,0.0036,0.6187,0.3086000000000001,63.631126,-151.631889
,,,Alaska,Yakutat City and Borough,579.0,321.0,258.0,110.0,213.0,134.0,122.0,0.077,0.3606,0.0493,0.0077,0.0123,0.433,-0.08789999999999988,63.631126,-151.631889
,,,Alaska,Yukon-Koyukuk Census Area,5230.0,2760.0,2470.0,1587.0,1833.0,988.0,822.0,0.0266,0.6837,0.0071,0.0007,0.0004,0.2155,-0.2555000000000001,63.631126,-151.631889
,,,Arizona,Apache County,71887.0,35482.0,36405.0,21424.0,25733.0,13396.0,11334.0,0.0634,0.7311,0.0034,0.0052,0.0002,0.1821,-0.3183,34.293239,-111.664616
,,,Arizona,Cochise County,125922.0,63757.0,62165.0,30143.0,43161.0,23500.0,29118.0,0.3545,0.0091,0.0193,0.0367,0.0033,0.5499,0.3781000000000001,34.293239,-111.664616
,,,Arizona,Coconino County,143476.0,70721.0,72755.0,38457.0,63039.0,23318.0,18662.0,0.1411,0.2576,0.0187,0.0112,0.0017,0.5405,0.17869999999999986,34.293239,-111.664616
,,,Arizona,Gila County,54018.0,26789.0,27229.0,11635.0,15100.0,11414.0,15869.0,0.1875,0.1607,0.0079,0.0065,0.0,0.6225,0.2864,34.293239,-111.664616
,,,Arizona,Graham County,38837.0,20809.0,18028.0,11562.0,15950.0,5885.0,5440.0,0.3301,0.1253,0.0063,0.0182,0.0012,0.5086,0.2399000000000001,34.293239,-111.664616
,,,Arizona,Greenlee County,9498.0,4916.0,4582.0,2793.0,3841.0,1567.0,1297.0,0.46799999999999997,0.0358,0.0055,0.0205,0.0,0.4662,0.1412000000000001,34.293239,-111.664616
,,,Arizona,La Paz County,21108.0,10820.0,10288.0,3826.0,5353.0,3537.0,8392.0,0.2758,0.115,0.0073,0.0088,0.0005,0.574,0.3866000000000001,34.293239,-111.664616
,,,Arizona,Maricopa County,4485414.0,2217230.0,2268184.0,1172216.0,1824027.0,792840.0,696331.0,0.3099,0.0162,0.0409,0.0531,0.002,0.5524,0.3788999999999999,34.293239,-111.664616
,,,Arizona,Mohave County,212181.0,107347.0,104834.0,38950.0,60694.0,46627.0,65910.0,0.1645,0.02,0.0107,0.01,0.002,0.7729,0.6768,34.293239,-111.664616
,,,Arizona,Navajo County,110924.0,55469.0,55455.0,31876.0,37370.0,20849.0,20829.0,0.1142,0.4353,0.0059,0.0074,0.0013,0.4128,0.06790000000000007,34.293239,-111.664616
,,,Arizona,Pima County,1047279.0,515596.0,531683.0,247305.0,402410.0,185010.0,212554.0,0.3725,0.0245,0.0279,0.0326,0.0014,0.5173,0.30310000000000004,34.293239,-111.664616
,,,Arizona,Pinal County,462789.0,240960.0,221829.0,112806.0,174470.0,78947.0,96566.0,0.3016,0.043,0.0158,0.0408,0.0029,0.5679,0.4099,34.293239,-111.664616
,,,Arizona,Santa Cruz County,46498.0,22415.0,24083.0,13768.0,15905.0,8234.0,8591.0,0.8346,0.0022,0.0083,0.0024,0.0,0.1485,-0.14249999999999985,34.293239,-111.664616
,,,Arizona,Yavapai County,235099.0,114880.0,120219.0,42123.0,63608.0,52930.0,76438.0,0.1454,0.0127,0.0092,0.0062,0.0006,0.8046,0.6079000000000001,34.293239,-111.664616
,,,Arizona,Yuma County,213787.0,110106.0,103681.0,59714.0,81284.0,31487.0,41302.0,0.6376,0.0092,0.0119,0.0168,0.0006,0.3097,0.14990000000000006,34.293239,-111.664616
,,,Arkansas,Arkansas County,17486.0,8437.0,9049.0,4352.0,6037.0,3546.0,3551.0,0.0319,0.0017,0.0004,0.2588,0.0,0.6976,0.5112,34.899825,-92.439162
,,,Arkansas,Ashley County,19657.0,9580.0,10077.0,4789.0,6708.0,4044.0,4116.0,0.0543,0.0022,0.0019,0.2527,0.0,0.6823,0.5369,34.899825,-92.439162
,,,Arkansas,Baxter County,41932.0,20346.0,21586.0,8144.0,11768.0,8962.0,13058.0,0.0238,0.0042,0.0043,0.0016,0.0004,0.9471,0.7977,34.899825,-92.439162
,,,Arkansas,Benton County,279141.0,138868.0,140273.0,79109.0,115751.0,46379.0,37902.0,0.1662,0.0126,0.0384,0.0165,0.0061,0.7333,0.6262,34.899825,-92.439162
,,,Arkansas,Boone County,37432.0,18447.0,18985.0,9277.0,12883.0,7431.0,7841.0,0.0249,0.0057,0.0037,0.0033,0.0009,0.9387,0.8105,34.899825,-92.439162
,,,Arkansas,Bradley County,10763.0,5271.0,5492.0,2826.0,3763.0,2104.0,2070.0,0.1539,0.0,0.0006,0.28800000000000003,0.0,0.555,0.3765000000000001,34.899825,-92.439162
,,,Arkansas,Calhoun County,5189.0,2622.0,2567.0,1085.0,1770.0,1195.0,1139.0,0.0399,0.0017,0.0,0.2148,0.0031,0.7246,0.6205,34.899825,-92.439162
,,,Arkansas,Carroll County,28380.0,14141.0,14239.0,6705.0,9075.0,5828.0,6772.0,0.1496,0.0074,0.0138,0.005,0.0092,0.7962,0.6459999999999999,34.899825,-92.439162
,,,Arkansas,Chicot County,10118.0,5097.0,5021.0,2428.0,3394.0,2160.0,2136.0,0.055,0.0014,0.0058,0.5388,0.0,0.3873,0.21900000000000008,34.899825,-92.439162
,,,Arkansas,Clark County,22320.0,10598.0,11722.0,5864.0,9059.0,3644.0,3753.0,0.0473,0.0036,0.006999999999999999,0.2424,0.0003,0.6869,0.5074,34.899825,-92.439162
,,,Arkansas,Clay County,14551.0,7102.0,7449.0,3403.0,4952.0,3014.0,3182.0,0.0206,0.003,0.0003,0.0067,0.0,0.9534,0.7694,34.899825,-92.439162
,,,Arkansas,Cleburne County,24919.0,12241.0,12678.0,5136.0,7516.0,5477.0,6790.0,0.0243,0.0117,0.0067,0.0039,0.0,0.9467,0.7914,34.899825,-92.439162
,,,Arkansas,Cleveland County,7956.0,3938.0,4018.0,1891.0,2668.0,1692.0,1705.0,0.0124,0.0017,0.0,0.128,0.0,0.8457,0.6459,34.899825,-92.439162
,,,Arkansas,Columbia County,23457.0,11328.0,12129.0,6342.0,8832.0,4123.0,4160.0,0.0271,0.0019,0.0107,0.3592,0.0,0.5927,0.4391000000000001,34.899825,-92.439162
,,,Arkansas,Conway County,20846.0,10260.0,10586.0,5153.0,7126.0,4454.0,4113.0,0.0392,0.0025,0.003,0.1026,0.0,0.8159,0.6547,34.899825,-92.439162
,,,Arkansas,Craighead County,110332.0,53554.0,56778.0,31253.0,45535.0,18120.0,15424.0,0.0505,0.0019,0.0141,0.145,0.0001,0.7603,0.6164000000000001,34.899825,-92.439162
,,,Arkansas,Crawford County,63257.0,31224.0,32033.0,16833.0,23068.0,12507.0,10849.0,0.0773,0.0179,0.0185,0.0139,0.0002,0.8427,0.7272000000000001,34.899825,-92.439162
,,,Arkansas,Crittenden County,47955.0,22784.0,25171.0,14190.0,17890.0,8915.0,6960.0,0.0256,0.0027,0.0069,0.4782,0.0004,0.4199,0.3452000000000001,34.899825,-92.439162
,,,Arkansas,Cross County,16419.0,7977.0,8442.0,4163.0,5848.0,3241.0,3167.0,0.0099,0.0021,0.0003,0.1867,0.0,0.7265,0.63,34.899825,-92.439162
,,,Arkansas,Dallas County,7009.0,3466.0,3543.0,1595.0,2244.0,1460.0,1710.0,0.0135,0.0056,0.0005,0.4322,0.0025,0.5313,0.3447,34.899825,-92.439162
,,,Arkansas,Desha County,11361.0,5359.0,6002.0,3137.0,3729.0,2268.0,2227.0,0.0613,0.002,0.0044,0.466,0.0,0.4523,0.2473,34.899825,-92.439162
,,,Arkansas,Drew County,18219.0,8873.0,9346.0,4653.0,6950.0,3300.0,3316.0,0.0343,0.0,0.0033,0.2861,0.0,0.6628,0.4903,34.899825,-92.439162
,,,Arkansas,Faulkner County,126007.0,61487.0,64520.0,32979.0,55802.0,21031.0,16195.0,0.0409,0.0038,0.0133,0.1134,0.0012,0.8004,0.6424000000000001,34.899825,-92.439162
,,,Arkansas,Franklin County,17715.0,8837.0,8878.0,4394.0,6180.0,3607.0,3534.0,0.0302,0.0114,0.0082,0.0095,0.0019,0.9205,0.7328,34.899825,-92.439162
,,,Arkansas,Fulton County,12477.0,6160.0,6317.0,2874.0,3675.0,2679.0,3249.0,0.016,0.0033,0.0007,0.0047,0.0007,0.9491,0.8555999999999999,34.899825,-92.439162
,,,Arkansas,Garland County,99386.0,47783.0,51603.0,21880.0,33127.0,20235.0,24144.0,0.0563,0.0085,0.006,0.0817,0.0,0.8206,0.6685,34.899825,-92.439162
,,,Arkansas,Grant County,18265.0,9015.0,9250.0,4426.0,6723.0,3744.0,3372.0,0.0275,0.0015,0.0004,0.0257,0.0007,0.9257,0.8042,34.899825,-92.439162
,,,Arkansas,Greene County,45325.0,22336.0,22989.0,12038.0,17497.0,8418.0,7372.0,0.0285,0.0027,0.0036,0.0192,0.0003,0.93,0.7787,34.899825,-92.439162
,,,Arkansas,Hempstead County,21532.0,10429.0,11103.0,6020.0,7259.0,4271.0,3982.0,0.1282,0.0032,0.0012,0.2998,0.0033,0.5461,0.4853,34.899825,-92.439162
,,,Arkansas,Hot Spring County,33771.0,17646.0,16125.0,7639.0,12723.0,6878.0,6531.0,0.035,0.0045,0.004,0.1136,0.0002,0.8253,0.6887,34.899825,-92.439162
,,,Arkansas,Howard County,13202.0,6373.0,6829.0,3743.0,4524.0,2549.0,2386.0,0.1254,0.0023,0.0027,0.2088,0.0009,0.6414,0.4769,34.899825,-92.439162
,,,Arkansas,Independence County,37825.0,18479.0,19346.0,10258.0,13604.0,7172.0,6791.0,0.0631,0.0019,0.0071,0.0181,0.0002,0.8871,0.7846,34.899825,-92.439162
,,,Arkansas,Izard County,13629.0,7073.0,6556.0,2678.0,4481.0,2912.0,3558.0,0.0231,0.0096,0.0,0.0183,0.0,0.9293,0.7969999999999999,34.899825,-92.439162
,,,Arkansas,Jackson County,16719.0,8297.0,8422.0,3679.0,6705.0,3280.0,3055.0,0.0289,0.0015,0.0005,0.122,0.0004,0.7683,0.6797,34.899825,-92.439162
,,,Arkansas,Jefferson County,66824.0,33005.0,33819.0,16621.0,24966.0,13223.0,12014.0,0.021,0.0028,0.0095,0.5649,0.0013,0.3888,0.2675000000000001,34.899825,-92.439162
,,,Arkansas,Johnson County,26578.0,13157.0,13421.0,7343.0,9650.0,5100.0,4485.0,0.1392,0.0024,0.0206,0.0156,0.0008,0.7918,0.6643999999999999,34.899825,-92.439162
,,,Arkansas,Lafayette County,6624.0,3238.0,3386.0,1343.0,2094.0,1550.0,1637.0,0.0268,0.0041,0.004,0.3576,0.0,0.5859,0.4645,34.899825,-92.439162
,,,Arkansas,Lawrence County,16406.0,8036.0,8370.0,4114.0,5779.0,3245.0,3268.0,0.0155,0.0027,0.0015,0.0112,0.0001,0.9526,0.8150000000000001,34.899825,-92.439162
,,,Arkansas,Lee County,8857.0,4983.0,3874.0,1802.0,3580.0,1688.0,1787.0,0.025,0.0024,0.0016,0.5533,0.0,0.4104,0.3047,34.899825,-92.439162
,,,Arkansas,Lincoln County,13024.0,7995.0,5029.0,2419.0,6052.0,2483.0,2070.0,0.0393,0.0047,0.0,0.3052,0.0,0.642,0.5337999999999999,34.899825,-92.439162
,,,Arkansas,Little River County,12259.0,5904.0,6355.0,2996.0,4224.0,2472.0,2567.0,0.0153,0.0104,0.0034,0.2195,0.0,0.7289,0.6424000000000001,34.899825,-92.439162
,,,Arkansas,Logan County,21466.0,10700.0,10766.0,5021.0,7407.0,4642.0,4396.0,0.0298,0.0084,0.0219,0.0138,0.0,0.9044,0.7631,34.899825,-92.439162
,,,Arkansas,Lonoke County,73309.0,35960.0,37349.0,20261.0,29321.0,13611.0,10116.0,0.0447,0.0065,0.0078,0.0564,0.0027,0.86,0.7259,34.899825,-92.439162
,,,Arkansas,Madison County,16576.0,8300.0,8276.0,4209.0,5689.0,3467.0,3211.0,0.0572,0.0102,0.012,0.001,0.0059,0.8933,0.7947,34.899825,-92.439162
,,,Arkansas,Marion County,16694.0,8180.0,8514.0,3283.0,4536.0,4017.0,4858.0,0.023,0.0065,0.0089,0.0049,0.0,0.941,0.8497,34.899825,-92.439162
,,,Arkansas,Miller County,43257.0,21294.0,21963.0,11042.0,16350.0,8425.0,7440.0,0.0333,0.0069,0.004,0.2464,0.0004,0.6847,0.6659999999999999,34.899825,-92.439162
,,,Arkansas,Mississippi County,40651.0,19795.0,20856.0,11618.0,15098.0,7819.0,6116.0,0.0413,0.0006,0.0056,0.3374,0.0008,0.5828,0.4943000000000001,34.899825,-92.439162
,,,Arkansas,Monroe County,6701.0,3137.0,3564.0,1508.0,2050.0,1531.0,1612.0,0.0064,0.003,0.0043,0.4298,0.0,0.5416,0.4085,34.899825,-92.439162
,,,Arkansas,Montgomery County,8986.0,4457.0,4529.0,1844.0,2555.0,2161.0,2426.0,0.0434,0.0147,0.004,0.0029,0.0,0.9093,0.757,34.899825,-92.439162
,,,Arkansas,Nevada County,8252.0,4088.0,4164.0,2061.0,2721.0,1738.0,1732.0,0.0002,0.0016,0.0004,0.3453,0.0002,0.6281,0.5513,34.899825,-92.439162
,,,Arkansas,Newton County,7753.0,3917.0,3836.0,1655.0,2296.0,1690.0,2112.0,0.0042,0.0251,0.0065,0.0003,0.0077,0.9389,0.8382000000000001,34.899825,-92.439162
,,,Arkansas,Ouachita County,23382.0,11049.0,12333.0,5695.0,7715.0,5039.0,4933.0,0.0234,0.0008,0.0008,0.414,0.0,0.5513,0.406,34.899825,-92.439162
,,,Arkansas,Perry County,10455.0,5188.0,5267.0,2558.0,3535.0,2220.0,2142.0,0.0293,0.0005,0.0,0.0054,0.0,0.9546,0.7708,34.899825,-92.439162
,,,Arkansas,Phillips County,17782.0,8343.0,9439.0,5015.0,5752.0,3547.0,3468.0,0.0188,0.0001,0.0,0.6315,0.0,0.345,0.2026000000000001,34.899825,-92.439162
,,,Arkansas,Pike County,10718.0,5338.0,5380.0,2541.0,3726.0,2256.0,2195.0,0.0651,0.0052,0.0043,0.0408,0.0,0.8737,0.7436,34.899825,-92.439162
,,,Arkansas,Poinsett County,23528.0,11379.0,12149.0,6123.0,8416.0,4668.0,4321.0,0.0304,0.0009,0.0005,0.0457,0.0,0.8681,0.7685,34.899825,-92.439162
,,,Arkansas,Polk County,19964.0,9747.0,10217.0,4955.0,6301.0,3991.0,4717.0,0.0659,0.0135,0.0028,0.0047,0.0,0.8759999999999999,0.8070999999999999,34.899825,-92.439162
,,,Arkansas,Pope County,64072.0,31778.0,32294.0,17126.0,24932.0,11653.0,10361.0,0.0902,0.0061,0.0103,0.0293,0.0,0.8401,0.7001000000000001,34.899825,-92.439162
,,,Arkansas,Prairie County,8062.0,4049.0,4013.0,1797.0,2572.0,1765.0,1928.0,0.0173,0.0044,0.0021,0.1242,0.0,0.8465,0.738,34.899825,-92.439162
,,,Arkansas,Pulaski County,391911.0,186981.0,204930.0,98944.0,156683.0,73261.0,63023.0,0.0615,0.0024,0.022000000000000002,0.3667,0.0003,0.5227,0.32309999999999994,34.899825,-92.439162
,,,Arkansas,Randolph County,17958.0,8899.0,9059.0,4628.0,6337.0,3448.0,3545.0,0.0207,0.0064,0.0012,0.0109,0.0032,0.9390000000000001,0.8376,34.899825,-92.439162
,,,Arkansas,St. Francis County,24994.0,13798.0,11196.0,5717.0,10337.0,4732.0,4208.0,0.0519,0.0029,0.0062,0.5314,0.0014,0.3997,0.2542000000000001,34.899825,-92.439162
,,,Arkansas,Saline County,122437.0,59792.0,62645.0,30822.0,46381.0,23007.0,22227.0,0.0476,0.0032,0.0127,0.0709,0.0012,0.8459,0.6784,34.899825,-92.439162
,,,Arkansas,Scott County,10281.0,5210.0,5071.0,2590.0,3321.0,2165.0,2205.0,0.077,0.019,0.0072,0.0024,0.0,0.8435,0.7454000000000001,34.899825,-92.439162
,,,Arkansas,Searcy County,7881.0,3950.0,3931.0,1715.0,2387.0,1731.0,2048.0,0.0242,0.0176,0.006999999999999999,0.0061,0.0,0.9313,0.8061,34.899825,-92.439162
,,,Arkansas,Sebastian County,127827.0,62479.0,65348.0,33834.0,48561.0,24446.0,20986.0,0.1422,0.0103,0.0448,0.0671,0.0001,0.6956,0.5945,34.899825,-92.439162
,,,Arkansas,Sevier County,17007.0,8514.0,8493.0,5303.0,6234.0,2928.0,2542.0,0.3343,0.0203,0.0044,0.0479,0.0047,0.5728,0.4633999999999999,34.899825,-92.439162
,,,Arkansas,Sharp County,17442.0,8579.0,8863.0,3901.0,5253.0,3684.0,4604.0,0.0228,0.0033,0.0008,0.0072,0.0,0.9344,0.8509,34.899825,-92.439162
,,,Arkansas,Stone County,12506.0,6205.0,6301.0,2617.0,3611.0,2789.0,3489.0,0.0195,0.0046,0.0051,0.0009,0.0,0.9465,0.8219000000000001,34.899825,-92.439162
,,,Arkansas,Union County,38682.0,18841.0,19841.0,10095.0,13720.0,7748.0,7119.0,0.04,0.0074,0.0065,0.3266,0.0,0.6052,0.4935000000000001,34.899825,-92.439162
,,,Arkansas,Van Buren County,16545.0,8239.0,8306.0,3522.0,4919.0,3688.0,4416.0,0.0312,0.0061,0.0022,0.0047,0.0013,0.9347,0.7925,34.899825,-92.439162
,,,Arkansas,Washington County,239187.0,119577.0,119610.0,67351.0,106342.0,36575.0,28919.0,0.1678,0.0078,0.0241,0.0358,0.0227,0.7089,0.5808,34.899825,-92.439162
,,,Arkansas,White County,78753.0,38358.0,40395.0,20850.0,29813.0,14895.0,13195.0,0.0434,0.0058,0.0074,0.0423,0.0,0.8807,0.7411000000000001,34.899825,-92.439162
,,,Arkansas,Woodruff County,6320.0,3060.0,3260.0,1478.0,2080.0,1286.0,1476.0,0.0046,0.0,0.009000000000000001,0.2815,0.0,0.6939,0.4959,34.899825,-92.439162
,,,Arkansas,Yell County,21341.0,10689.0,10652.0,5675.0,7520.0,4288.0,3858.0,0.2015,0.0043,0.0099,0.0207,0.0,0.7527,0.5935999999999999,34.899825,-92.439162
,,,California,Alameda County,1671329.0,823247.0,848082.0,379348.0,744673.0,308545.0,238763.0,0.2239,0.0031,0.2994,0.1033,0.008,0.3141,0.11430000000000007,37.211164000000004,-119.662127
,,,California,Alpine County,1129.0,609.0,520.0,227.0,339.0,265.0,298.0,0.1251,0.3022,0.0096,0.0087,0.0,0.5303,0.5544,37.211164000000004,-119.662127
,,,California,Amador County,39752.0,21638.0,18114.0,6631.0,13117.0,9059.0,10945.0,0.139,0.0065,0.0124,0.0221,0.0014,0.7816,0.6426,37.211164000000004,-119.662127
,,,California,Butte County,219186.0,108473.0,110713.0,52100.0,88618.0,38240.0,40228.0,0.1635,0.0075,0.0445,0.0148,0.0021,0.7198,0.5536000000000001,37.211164000000004,-119.662127
,,,California,Calaveras County,45905.0,22847.0,23058.0,8630.0,13281.0,11128.0,12866.0,0.1206,0.004,0.015,0.0069,0.0004,0.8094,0.6480999999999999,37.211164000000004,-119.662127
,,,California,Colusa County,21547.0,10975.0,10572.0,6428.0,8127.0,3778.0,3214.0,0.5937,0.0067,0.0127,0.0119,0.0018,0.3531,0.20619999999999986,37.211164000000004,-119.662127
,,,California,Contra Costa County,1153526.0,564187.0,589339.0,285460.0,448021.0,232341.0,187704.0,0.2559,0.002,0.1648,0.084,0.0046,0.4383,0.2277,37.211164000000004,-119.662127
,,,California,Del Norte County,27812.0,15186.0,12626.0,6375.0,10793.0,5521.0,5123.0,0.1975,0.0707,0.0314,0.0327,0.0016,0.6193,0.5371,37.211164000000004,-119.662127
,,,California,El Dorado County,192843.0,96158.0,96685.0,41933.0,63069.0,45537.0,42304.0,0.1283,0.0055,0.045,0.0076,0.0025,0.7782,0.6021000000000001,37.211164000000004,-119.662127
,,,California,Fresno County,999101.0,498648.0,500453.0,309135.0,406544.0,157987.0,125435.0,0.5306,0.0047,0.10099999999999999,0.0449,0.0012,0.2942,0.13360000000000005,37.211164000000004,-119.662127
,,,California,Glenn County,28393.0,14462.0,13931.0,8305.0,10410.0,5202.0,4476.0,0.4175,0.013999999999999999,0.0295,0.0069,0.0004,0.5147,0.3347,37.211164000000004,-119.662127
,,,California,Humboldt County,135558.0,67241.0,68317.0,30167.0,55768.0,24434.0,25189.0,0.1157,0.0461,0.03,0.0098,0.0032,0.7435,0.5811999999999999,37.211164000000004,-119.662127
,,,California,Imperial County,181215.0,92878.0,88337.0,56780.0,71856.0,28442.0,24137.0,0.8421,0.0061,0.0131,0.0215,0.0013,0.1064,-0.06010000000000025,37.211164000000004,-119.662127
,,,California,Inyo County,18039.0,9036.0,9003.0,4077.0,5864.0,3870.0,4228.0,0.2236,0.1017,0.0181,0.0078,0.0019,0.6215,0.6469,37.211164000000004,-119.662127
,,,California,Kern County,900202.0,461034.0,439168.0,284136.0,372209.0,142702.0,101155.0,0.5333,0.0048,0.0459,0.0516,0.0013,0.3416,0.21109999999999995,37.211164000000004,-119.662127
,,,California,Kings County,152940.0,84342.0,68598.0,45366.0,68866.0,22680.0,16028.0,0.5449,0.0085,0.0369,0.0583,0.0016,0.3221,0.2417999999999999,37.211164000000004,-119.662127
,,,California,Lake County,64386.0,32194.0,32192.0,14860.0,20674.0,14003.0,14849.0,0.20600000000000002,0.03,0.0107,0.0207,0.0007,0.705,0.4959,37.211164000000004,-119.662127
,,,California,Lassen County,30573.0,19026.0,11547.0,5896.0,14519.0,5420.0,4738.0,0.1896,0.0274,0.0139,0.0848,0.008,0.6543,0.5453,37.211164000000004,-119.662127
,,,California,Los Angeles County,10039107.0,4949041.0,5090066.0,2399105.0,4360177.0,1866072.0,1413753.0,0.4849,0.0021,0.1443,0.0784,0.0024,0.262,0.0969000000000001,37.211164000000004,-119.662127
,,,California,Madera County,157327.0,75885.0,81442.0,47285.0,61517.0,25952.0,22573.0,0.5777,0.0099,0.0194,0.0307,0.0009,0.3413,0.1854,37.211164000000004,-119.662127
,,,California,Marin County,258826.0,126617.0,132209.0,56769.0,83181.0,59472.0,59404.0,0.1598,0.0017,0.0581,0.0213,0.001,0.7115,0.4251,37.211164000000004,-119.662127
,,,California,Mariposa County,17203.0,8764.0,8439.0,3060.0,5130.0,4039.0,4974.0,0.1127,0.0187,0.0121,0.0145,0.003,0.7999,0.8390000000000001,37.211164000000004,-119.662127
,,,California,Mendocino County,86749.0,43021.0,43728.0,20113.0,29516.0,17095.0,20025.0,0.2511,0.0337,0.0203,0.0072,0.0019,0.6519,0.4048000000000001,37.211164000000004,-119.662127
,,,California,Merced County,277680.0,140185.0,137495.0,91978.0,111136.0,42930.0,31636.0,0.5963,0.0034,0.0724,0.0288,0.0022,0.2765,0.16989999999999994,37.211164000000004,-119.662127
,,,California,Modoc County,8841.0,4448.0,4393.0,1867.0,2666.0,1877.0,2431.0,0.1449,0.0418,0.0111,0.0153,0.001,0.7769,0.7859,37.211164000000004,-119.662127
,,,California,Mono County,14444.0,7658.0,6786.0,2886.0,6042.0,3186.0,2330.0,0.2701,0.0169,0.0254,0.0041,0.0,0.6505,0.6835,37.211164000000004,-119.662127
,,,California,Monterey County,434061.0,221129.0,212932.0,125583.0,174852.0,72895.0,60731.0,0.5867,0.0019,0.0539,0.0248,0.0046,0.2993,0.1560999999999999,37.211164000000004,-119.662127
,,,California,Napa County,137744.0,68535.0,69209.0,31118.0,51560.0,27909.0,27157.0,0.3405,0.0029,0.0802,0.0199,0.002,0.5243,0.27549999999999986,37.211164000000004,-119.662127
,,,California,Nevada County,99755.0,49003.0,50752.0,18558.0,30386.0,22505.0,28306.0,0.0944,0.0042,0.0105,0.0048,0.0012,0.8516,0.6779,37.211164000000004,-119.662127
,,,California,Orange County,3175692.0,1566825.0,1608867.0,770503.0,1291337.0,628284.0,485568.0,0.3405,0.0019,0.2029,0.0162,0.0028,0.4059,0.24170000000000005,37.211164000000004,-119.662127
,,,California,Placer County,398329.0,194488.0,203841.0,96507.0,143033.0,79399.0,79390.0,0.14,0.0036,0.0741,0.0165,0.0015,0.7266,0.5163,37.211164000000004,-119.662127
,,,California,Plumas County,18807.0,9357.0,9450.0,3658.0,5320.0,4392.0,5437.0,0.0895,0.0144,0.0114,0.0076,0.0046,0.8314,0.8725,37.211164000000004,-119.662127
,,,California,Riverside County,2470546.0,1232012.0,1238534.0,683510.0,984801.0,436293.0,365942.0,0.4891,0.0043,0.0632,0.061,0.0027,0.3532,0.20369999999999988,37.211164000000004,-119.662127
,,,California,Sacramento County,1552058.0,758897.0,793161.0,398160.0,646194.0,282822.0,224882.0,0.2318,0.0036,0.1544,0.0949,0.0112,0.4472,0.31510000000000005,37.211164000000004,-119.662127
,,,California,San Benito County,62808.0,31448.0,31360.0,17669.0,25179.0,11708.0,8252.0,0.5976,0.0031,0.0291,0.0075,0.0006,0.3429,0.2171,37.211164000000004,-119.662127
,,,California,San Bernardino County,2180085.0,1085607.0,1094478.0,629595.0,913680.0,376290.0,260520.0,0.5332,0.0036,0.0699,0.0788,0.0029,0.2853,0.15159999999999996,37.211164000000004,-119.662127
,,,California,San Diego County,3338330.0,1680017.0,1658313.0,805485.0,1452636.0,595757.0,484452.0,0.337,0.0038,0.1163,0.0471,0.0038,0.4556,0.31299999999999994,37.211164000000004,-119.662127
,,,California,San Francisco County,881549.0,449221.0,432328.0,132157.0,451724.0,155898.0,141770.0,0.1524,0.0019,0.3407,0.05,0.0034,0.4051,0.2146,37.211164000000004,-119.662127
,,,California,San Joaquin County,762148.0,380193.0,381955.0,226064.0,305758.0,130545.0,99781.0,0.414,0.0023,0.152,0.0674,0.0055,0.3185,0.19080000000000008,37.211164000000004,-119.662127
,,,California,San Luis Obispo County,283111.0,143377.0,139734.0,62419.0,108512.0,53129.0,59051.0,0.2252,0.0054,0.0353,0.0174,0.0009,0.6889,0.5388,37.211164000000004,-119.662127
,,,California,San Mateo County,766573.0,379508.0,387065.0,169899.0,319468.0,150329.0,126877.0,0.244,0.0015,0.2831,0.0218,0.0132,0.3924,0.1724,37.211164000000004,-119.662127
