FIPS Code,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04
17117,0.0,0.0,1.0,1.0,5.0,0.0,2.0,2.0,3.0,6.0,11.0,13.0,9.0,4.0,4.0,4.0
17119,0.0,0.0,38.0,90.0,31.0,19.0,91.0,73.0,35.0,76.0,121.0,119.0,76.0,45.0,27.0,7.0
17121,0.0,0.0,0.0,4.0,0.0,2.0,5.0,9.0,3.0,29.0,22.0,27.0,21.0,4.0,4.0,0.0
17123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17133,0.0,0.0,11.0,10.0,4.0,0.0,1.0,9.0,16.0,8.0,18.0,19.0,10.0,13.0,3.0,0.0
17135,0.0,0.0,0.0,8.0,4.0,0.0,9.0,6.0,10.0,16.0,20.0,17.0,14.0,10.0,6.0,1.0
17137,0.0,0.0,2.0,0.0,3.0,2.0,6.0,5.0,3.0,29.0,39.0,14.0,6.0,5.0,3.0,6.0
17139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17141,0.0,0.0,1.0,14.0,7.0,4.0,5.0,6.0,11.0,45.0,50.0,39.0,31.0,14.0,26.0,10.0
17143,0.0,0.0,8.0,25.0,41.0,25.0,71.0,66.0,69.0,137.0,178.0,162.0,106.0,23.0,119.0,134.0
17145,0.0,0.0,0.0,1.0,2.0,0.0,3.0,13.0,1.0,8.0,27.0,28.0,14.0,11.0,5.0,0.0
17147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17157,0.0,0.0,5.0,12.0,6.0,0.0,0.0,4.0,4.0,2.0,6.0,6.0,4.0,1.0,0.0,2.0
17159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17161,0.0,0.0,14.0,82.0,26.0,22.0,20.0,21.0,11.0,13.0,11.0,15.0,17.0,16.0,19.0,7.0
17163,0.0,0.0,54.0,161.0,137.0,77.0,76.0,44.0,34.0,58.0,87.0,100.0,108.0,59.0,52.0,15.0
17165,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,3.0,6.0,6.0,5.0,4.0,1.0,1.0,0.0
17167,0.0,0.0,8.0,38.0,12.0,9.0,26.0,16.0,42.0,202.0,195.0,170.0,105.0,33.0,6.0,2.0
17169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17173,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,8.0,16.0,14.0,8.0,6.0,2.0,2.0,0.0
17175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17177,0.0,0.0,0.0,17.0,11.0,2.0,4.0,6.0,9.0,18.0,23.0,13.0,15.0,4.0,3.0,2.0
17179,0.0,0.0,10.0,7.0,6.0,8.0,8.0,32.0,35.0,45.0,64.0,72.0,36.0,24.0,21.0,19.0
17181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17183,0.0,0.0,0.0,6.0,3.0,4.0,4.0,5.0,5.0,53.0,31.0,49.0,70.0,30.0,25.0,11.0
17185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17195,0.0,0.0,7.0,17.0,6.0,4.0,7.0,7.0,5.0,35.0,38.0,20.0,19.0,4.0,5.0,2.0
17197,0.0,0.0,365.0,647.0,240.0,114.0,123.0,193.0,164.0,396.0,598.0,444.0,298.0,130.0,170.0,82.0
17199,0.0,0.0,0.0,1.0,6.0,4.0,4.0,24.0,8.0,49.0,58.0,68.0,23.0,8.0,6.0,8.0
17201,0.0,0.0,33.0,127.0,147.0,50.0,31.0,18.0,68.0,96.0,74.0,72.0,68.0,8.0,33.0,26.0
17203,0.0,0.0,0.0,1.0,0.0,1.0,2.0,10.0,6.0,3.0,19.0,11.0,5.0,4.0,8.0,0.0
18001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0
18003,0.0,0.0,52.0,42.0,63.0,47.0,15.0,27.0,7.0,25.0,57.0,35.0,10.0,6.0,5.0,0.0
18005,0.0,0.0,8.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
18007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18011,0.0,0.0,3.0,16.0,2.0,1.0,0.0,1.0,0.0,2.0,9.0,6.0,1.0,1.0,0.0,0.0
18013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,3.0,1.0,0.0,0.0,0.0
18017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0
18019,0.0,0.0,21.0,9.0,9.0,0.0,6.0,11.0,2.0,9.0,9.0,12.0,5.0,5.0,2.0,0.0
18021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0
18023,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,7.0,4.0,3.0,1.0,0.0,0.0
18025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18027,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,3.0,8.0,0.0,6.0,1.0,0.0,0.0,0.0
18029,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0
18031,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,6.0,3.0,0.0,0.0,0.0
18033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0
18035,0.0,0.0,12.0,7.0,6.0,0.0,5.0,4.0,8.0,28.0,44.0,40.0,28.0,4.0,2.0,0.0
18037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,11.0,6.0,1.0,1.0,0.0,0.0
18039,0.0,0.0,2.0,17.0,15.0,12.0,6.0,2.0,4.0,2.0,15.0,22.0,9.0,5.0,5.0,6.0
18041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,5.0,3.0,0.0,0.0
18043,0.0,0.0,15.0,28.0,7.0,3.0,5.0,10.0,3.0,4.0,18.0,12.0,15.0,13.0,3.0,0.0
18045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18047,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0
18049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,14.0,5.0,5.0,0.0,0.0,0.0
18053,0.0,0.0,6.0,5.0,5.0,5.0,10.0,8.0,10.0,14.0,20.0,25.0,23.0,4.0,2.0,3.0
18055,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
18057,0.0,0.0,76.0,24.0,4.0,1.0,6.0,2.0,5.0,12.0,37.0,40.0,15.0,7.0,0.0,2.0
18059,0.0,0.0,20.0,11.0,1.0,0.0,4.0,0.0,0.0,1.0,9.0,5.0,3.0,3.0,2.0,0.0
18061,0.0,0.0,12.0,8.0,3.0,0.0,0.0,1.0,1.0,2.0,4.0,6.0,4.0,4.0,0.0,0.0
18063,0.0,0.0,50.0,27.0,4.0,2.0,1.0,3.0,0.0,3.0,17.0,8.0,12.0,2.0,1.0,3.0
18065,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,1.0,0.0,0.0
18067,0.0,0.0,6.0,1.0,4.0,1.0,3.0,0.0,5.0,2.0,10.0,26.0,20.0,10.0,0.0,0.0
18069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
18071,0.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
18073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,4.0,3.0,2.0,0.0,0.0
18075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,16.0,8.0,9.0,0.0,0.0,0.0
18077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18079,0.0,0.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
18081,0.0,0.0,15.0,12.0,1.0,0.0,0.0,1.0,2.0,4.0,10.0,21.0,16.0,6.0,6.0,6.0
18083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,10.0,18.0,6.0,2.0,1.0,0.0,0.0
18085,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
18087,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
18089,0.0,0.0,77.0,104.0,48.0,27.0,40.0,43.0,32.0,99.0,142.0,130.0,46.0,26.0,17.0,19.0
18091,0.0,0.0,3.0,8.0,3.0,0.0,2.0,1.0,0.0,1.0,6.0,9.0,1.0,1.0,0.0,0.0
18093,0.0,0.0,9.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,4.0,8.0,2.0,1.0,0.0,1.0
18095,0.0,0.0,14.0,7.0,6.0,0.0,0.0,4.0,4.0,12.0,21.0,18.0,7.0,1.0,0.0,0.0
18097,0.0,0.0,352.0,96.0,34.0,9.0,21.0,10.0,7.0,26.0,73.0,67.0,124.0,43.0,19.0,35.0
18099,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
18101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18103,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,7.0,12.0,11.0,7.0,1.0,0.0,0.0
18105,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0
18107,0.0,0.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,4.0,7.0,8.0,4.0,2.0,0.0,0.0
18109,0.0,0.0,15.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,8.0,7.0,3.0,0.0,0.0
18111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18113,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
18115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18127,0.0,0.0,5.0,4.0,11.0,5.0,2.0,7.0,7.0,4.0,19.0,7.0,4.0,8.0,0.0,0.0
18129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18133,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0
18135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,9.0,3.0,1.0,0.0,0.0
18137,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18141,0.0,0.0,10.0,32.0,17.0,7.0,0.0,3.0,0.0,3.0,11.0,29.0,10.0,1.0,0.0,7.0
18143,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0
18145,0.0,0.0,21.0,2.0,2.0,0.0,1.0,0.0,1.0,9.0,32.0,37.0,24.0,7.0,4.0,0.0
18147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0
18149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18151,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,21.0,13.0,4.0,5.0,0.0,3.0
18153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0
18155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18157,0.0,0.0,10.0,8.0,1.0,5.0,4.0,3.0,0.0,6.0,11.0,12.0,8.0,1.0,0.0,0.0
18159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18163,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,8.0,6.0,9.0,2.0,6.0,2.0,0.0,1.0
18165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18167,0.0,0.0,6.0,1.0,5.0,1.0,4.0,6.0,10.0,20.0,24.0,11.0,6.0,3.0,0.0,0.0
18169,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
18171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18173,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
18175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,11.0,4.0,3.0,1.0,0.0,0.0
18177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,10.0,7.0,2.0,4.0,0.0
18179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,14.0,4.0,2.0,0.0,0.0,0.0
18181,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0
18183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
19001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19011,0.0,0.0,5.0,9.0,1.0,2.0,8.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
19013,0.0,0.0,7.0,109.0,54.0,24.0,25.0,32.0,22.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0
19015,0.0,0.0,1.0,5.0,9.0,1.0,4.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
19017,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
19019,0.0,0.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
19021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19027,0.0,0.0,0.0,2.0,4.0,8.0,11.0,6.0,7.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0
19029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19033,0.0,0.0,1.0,0.0,5.0,12.0,6.0,5.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
19035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19045,0.0,0.0,5.0,8.0,2.0,7.0,10.0,20.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
19047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19049,0.0,0.0,8.0,36.0,26.0,6.0,2.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
19051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19057,0.0,0.0,0.0,9.0,7.0,5.0,12.0,28.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
19059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19061,0.0,0.0,14.0,38.0,17.0,15.0,14.0,10.0,13.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
19063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19099,0.0,0.0,3.0,12.0,4.0,2.0,12.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
19101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19103,0.0,0.0,16.0,37.0,14.0,13.0,22.0,10.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
19105,0.0,0.0,2.0,4.0,3.0,4.0,6.0,5.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
19107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19111,0.0,0.0,0.0,3.0,5.0,4.0,2.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19113,0.0,0.0,48.0,105.0,54.0,35.0,48.0,60.0,55.0,53.0,3.0,0.0,0.0,0.0,0.0,0.0
19115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19123,0.0,0.0,0.0,3.0,13.0,1.0,4.0,9.0,12.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0
19125,0.0,0.0,1.0,3.0,6.0,2.0,10.0,16.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
19127,0.0,0.0,4.0,39.0,18.0,2.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19139,0.0,0.0,11.0,51.0,27.0,12.0,9.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
19141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
