FIPS Code,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,Total
06025,0.0,0.0,91.0,486.0,3207.0,4361.0,2153.0,952.0,674.0,1371.0,13295.0
06027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06029,0.0,0.0,269.0,947.0,1651.0,6660.0,15355.0,4934.0,2224.0,2256.0,34296.0
06031,0.0,0.0,12.0,224.0,990.0,1533.0,2005.0,1591.0,1604.0,910.0,8869.0
06033,0.0,0.0,0.0,0.0,15.0,63.0,141.0,121.0,221.0,148.0,709.0
06035,0.0,0.0,0.0,0.0,0.0,233.0,389.0,85.0,25.0,42.0,774.0
06037,272.0,109.0,6495.0,22036.0,30057.0,52216.0,80731.0,40149.0,26553.0,36721.0,295339.0
06039,0.0,0.0,40.0,27.0,170.0,740.0,1866.0,1108.0,686.0,524.0,5161.0
06041,0.0,0.0,132.0,114.0,271.0,2540.0,2361.0,853.0,526.0,407.0,7204.0
06043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06045,0.0,0.0,0.0,0.0,20.0,58.0,227.0,327.0,251.0,167.0,1050.0
06047,0.0,0.0,32.0,164.0,185.0,1446.0,4110.0,2269.0,803.0,801.0,9810.0
06049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06053,0.0,0.0,75.0,187.0,450.0,1566.0,3337.0,2764.0,1831.0,1656.0,11866.0
06055,0.0,0.0,34.0,47.0,64.0,340.0,687.0,329.0,265.0,429.0,2195.0
06057,0.0,0.0,28.0,0.0,0.0,108.0,181.0,122.0,93.0,131.0,663.0
06059,0.0,50.0,1262.0,2557.0,5288.0,14814.0,19598.0,6915.0,5248.0,6503.0,62235.0
06061,0.0,11.0,102.0,53.0,89.0,698.0,1344.0,851.0,534.0,981.0,4663.0
06063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06065,38.0,15.0,1156.0,3655.0,4901.0,15059.0,20576.0,8725.0,6632.0,9459.0,70216.0
06067,0.0,16.0,590.0,533.0,384.0,3053.0,8517.0,5989.0,4287.0,3821.0,27190.0
06069,0.0,0.0,30.0,17.0,39.0,192.0,421.0,447.0,182.0,118.0,1446.0
06071,39.0,19.0,724.0,1922.0,3768.0,13398.0,20418.0,9335.0,6336.0,11033.0,66992.0
06073,0.0,16.0,1564.0,3015.0,4017.0,9329.0,14647.0,7937.0,8539.0,10162.0,59226.0
06075,0.0,12.0,734.0,1106.0,867.0,1393.0,3292.0,2481.0,1615.0,1265.0,12765.0
06077,0.0,0.0,226.0,353.0,589.0,4423.0,9234.0,3939.0,1749.0,1981.0,22494.0
06079,12.0,0.0,104.0,108.0,92.0,499.0,1231.0,1043.0,630.0,739.0,4458.0
06081,0.0,11.0,628.0,731.0,926.0,1274.0,2798.0,2220.0,1707.0,1255.0,11550.0
06083,0.0,0.0,253.0,377.0,1392.0,2119.0,2986.0,1513.0,917.0,796.0,10353.0
06085,14.0,76.0,1340.0,1072.0,744.0,2521.0,7061.0,5901.0,3660.0,3844.0,26233.0
06087,0.0,0.0,64.0,58.0,89.0,244.0,826.0,610.0,591.0,527.0,3009.0
06089,0.0,0.0,21.0,16.0,20.0,159.0,265.0,134.0,693.0,1294.0,2602.0
06091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06093,0.0,0.0,0.0,0.0,0.0,23.0,62.0,42.0,16.0,73.0,216.0
06095,11.0,18.0,93.0,219.0,289.0,1305.0,2408.0,1317.0,872.0,1400.0,7932.0
06097,0.0,0.0,137.0,139.0,352.0,907.0,2247.0,2369.0,1820.0,2140.0,10111.0
06099,11.0,0.0,95.0,365.0,440.0,3348.0,7600.0,3595.0,1301.0,1412.0,18167.0
06101,0.0,0.0,21.0,0.0,17.0,189.0,644.0,547.0,270.0,230.0,1918.0
06103,0.0,0.0,0.0,0.0,0.0,91.0,177.0,159.0,206.0,368.0,1001.0
06105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06107,0.0,0.0,116.0,919.0,1432.0,3015.0,5629.0,3477.0,1783.0,1670.0,18041.0
06109,0.0,0.0,0.0,0.0,0.0,45.0,105.0,56.0,22.0,77.0,305.0
06111,0.0,0.0,291.0,391.0,818.0,2870.0,4361.0,2608.0,2038.0,1774.0,15151.0
06113,0.0,0.0,56.0,119.0,53.0,509.0,1129.0,686.0,331.0,515.0,3398.0
06115,0.0,0.0,0.0,0.0,11.0,75.0,412.0,397.0,194.0,214.0,1303.0
08001,0.0,0.0,531.0,1533.0,1413.0,865.0,1778.0,1563.0,800.0,1615.0,10098.0
08003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08005,0.0,11.0,944.0,2344.0,1555.0,749.0,1712.0,1230.0,657.0,2332.0,11534.0
08007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08013,0.0,0.0,275.0,446.0,274.0,412.0,535.0,362.0,760.0,480.0,3544.0
08014,0.0,0.0,64.0,107.0,67.0,71.0,134.0,71.0,41.0,118.0,673.0
08015,0.0,0.0,35.0,32.0,0.0,0.0,200.0,15.0,0.0,22.0,304.0
08017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08029,0.0,0.0,12.0,52.0,11.0,0.0,28.0,49.0,0.0,44.0,196.0
08031,0.0,0.0,1102.0,2611.0,2239.0,1124.0,2456.0,1564.0,872.0,2181.0,14149.0
08033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08035,0.0,0.0,291.0,303.0,168.0,230.0,638.0,402.0,298.0,557.0,2887.0
08037,0.0,0.0,404.0,112.0,58.0,123.0,360.0,77.0,32.0,136.0,1302.0
08039,0.0,0.0,0.0,26.0,20.0,0.0,34.0,12.0,12.0,20.0,124.0
08041,0.0,0.0,636.0,486.0,700.0,701.0,2239.0,1318.0,452.0,1888.0,8420.0
08043,0.0,0.0,0.0,13.0,0.0,14.0,75.0,42.0,0.0,633.0,777.0
08045,0.0,0.0,85.0,43.0,36.0,162.0,406.0,108.0,44.0,144.0,1028.0
08047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08059,0.0,11.0,737.0,866.0,719.0,503.0,1173.0,815.0,399.0,2178.0,7401.0
08061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08067,0.0,0.0,45.0,16.0,16.0,46.0,75.0,34.0,15.0,102.0,349.0
08069,0.0,0.0,148.0,274.0,151.0,182.0,569.0,556.0,258.0,279.0,2417.0
08071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08075,0.0,0.0,0.0,270.0,323.0,14.0,0.0,59.0,102.0,193.0,961.0
08077,0.0,0.0,37.0,19.0,0.0,64.0,190.0,116.0,108.0,560.0,1094.0
